Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BINJAI CREST,"3,300,000","3,369.13",979,Mar-26,JALAN KAMPONG CHANTEK,Resale,Strata,313,"10,543",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
MONT TIMAH,"4,288,000","4,563.94",940,Feb-26,BUKIT WAY,Resale,Strata,424,"10,113",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
MONT TIMAH,"4,288,888","4,628.52",927,Oct-25,BUKIT WAY,Resale,Strata,430,"9,974",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
BINJAI CREST,"3,100,000","3,175.38",976,Oct-25,JALAN KAMPONG CHANTEK,Resale,Strata,295,"10,508",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
RADIANCE @ BUKIT TIMAH,"3,830,000","4,068.79",941,Sep-25,YUK TONG AVENUE,Resale,Strata,378,"10,132",-,Terrace House,1,Freehold,21,Rest of Central Region,-
BINJAI CREST,"3,060,000","3,562.88",859,Aug-25,JALAN KAMPONG CHANTEK,Resale,Strata,331,"9,245",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"3,010,000","3,778.16",797,Aug-25,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,575",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"3,100,000","3,778.16",821,Aug-25,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,832",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
MONT TIMAH,"4,038,000","4,628.52",872,Jul-25,BUKIT WAY,Resale,Strata,430,"9,391",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
BINJAI CREST,"3,050,000","3,778.16",807,Jun-25,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,689",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,943,800","3,778.16",779,Jun-25,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,387",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"3,350,000","4,133.38",810,Apr-25,JALAN KAMPONG CHANTEK,Resale,Strata,384,"8,724",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"3,000,000","3,778.16",794,Apr-25,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,547",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
TRANQUILIA @ KISMIS,"4,500,000","4,456.3","1,010",Jan-25,ENG KONG ROAD,Resale,Strata,414,"10,870",-,Terrace House,1,Freehold,21,Rest of Central Region,-
BINJAI CREST,"2,975,000","3,778.16",787,Oct-24,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,476",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,700,000","3,035.45",889,Oct-24,JALAN KAMPONG CHANTEK,Resale,Strata,282,"9,574",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,016,800","2,970.86","1,015",Oct-24,KISMIS PLACE,Resale,Strata,276,"10,930",-,Terrace House,1,99 yrs lease commencing from 1993,21,Rest of Central Region,-
MONT TIMAH,"4,068,000","4,693.1",867,Oct-24,BUKIT WAY,Resale,Strata,436,"9,330",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
MONT TIMAH,"3,750,000","4,413.24",850,Jul-24,BUKIT WAY,Resale,Strata,410,"9,146",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
MONT TIMAH,"3,800,000","4,413.24",861,Jun-24,BUKIT WAY,Resale,Strata,410,"9,268",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
BINJAI CREST,"2,780,000","3,369.13",825,Jun-24,JALAN KAMPONG CHANTEK,Resale,Strata,313,"8,882",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,228,000","1,819.12","1,225",Jun-24,KISMIS PLACE,Resale,Strata,169,"13,183",-,Terrace House,1,99 yrs lease commencing from 1993,21,Rest of Central Region,-
TRANQUILIA @ KISMIS,"4,380,000","5,597.28",783,Feb-24,ENG KONG ROAD,Resale,Strata,520,"8,423",-,Terrace House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,200,000","1,819.12","1,209",Dec-23,KISMIS PLACE,Resale,Strata,169,"13,018",-,Terrace House,1,99 yrs lease commencing from 1993,21,Rest of Central Region,-
MONT TIMAH,"3,980,000","4,563.94",872,Nov-23,BUKIT WAY,Resale,Strata,424,"9,387",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
BINJAI CREST,"2,670,000","3,035.45",880,Oct-23,JALAN KAMPONG CHANTEK,Resale,Strata,282,"9,468",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,930,000","3,778.16",776,Sep-23,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,348",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,850,000","3,778.16",754,Apr-23,JALAN KAMPONG CHANTEK,Resale,Strata,351,"8,120",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
HONG KONG PARK,"3,900,000","4,219.49",924,Mar-23,HUA GUAN AVENUE,Resale,Strata,392,"9,949",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,180,000","1,819.12","1,198",Dec-22,KISMIS PLACE,Resale,Strata,169,"12,899",-,Terrace House,1,99 yrs lease commencing from 1993,21,Rest of Central Region,-
BINJAI CREST,"2,750,000","3,778.16",728,Oct-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,835",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,750,000","3,778.16",728,Sep-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,835",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
HONG KONG PARK,"3,500,000","4,617.76",758,Aug-22,HUA GUAN AVENUE,Resale,Strata,429,"8,159",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
HONG KONG PARK,"3,800,000","4,660.81",815,Jul-22,HUA GUAN AVENUE,Resale,Strata,433,"8,776",-,Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
BINJAI CREST,"2,630,000","3,778.16",696,Jun-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,493",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
MONT TIMAH,"3,875,000","4,542.41",853,Jun-22,BUKIT WAY,Resale,Strata,422,"9,182",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
BINJAI CREST,"2,538,000","3,175.38",799,May-22,JALAN KAMPONG CHANTEK,Resale,Strata,295,"8,603",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
MONT TIMAH,"4,000,000","4,402.48",909,Apr-22,BUKIT WAY,Resale,Strata,409,"9,780",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
BINJAI CREST,"2,700,000","3,778.16",715,Apr-22,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,692",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,525,000","3,175.38",795,Mar-22,JALAN KAMPONG CHANTEK,Resale,Strata,295,"8,559",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,900,000","4,154.9",698,Feb-22,JALAN KAMPONG CHANTEK,Resale,Strata,386,"7,513",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,390,000","3,035.45",787,Feb-22,JALAN KAMPONG CHANTEK,Resale,Strata,282,"8,475",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,700,000","3,509.06",769,Jan-22,JALAN KAMPONG CHANTEK,Resale,Strata,326,"8,282",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,320,000","3,175.38",731,Jan-22,JALAN KAMPONG CHANTEK,Resale,Strata,295,"7,864",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,688,000","3,509.06",766,Dec-21,JALAN KAMPONG CHANTEK,Resale,Strata,326,"8,245",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,700,000","3,401.42",794,Dec-21,JALAN KAMPONG CHANTEK,Resale,Strata,316,"8,544",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
MONT TIMAH,"3,800,000","4,628.52",821,Dec-21,BUKIT WAY,Resale,Strata,430,"8,837",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
BINJAI CREST,"2,350,000","3,369.13",698,Oct-21,JALAN KAMPONG CHANTEK,Resale,Strata,313,"7,508",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,500,000","3,778.16",662,Sep-21,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,123",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
RADIANCE @ BUKIT TIMAH,"3,300,000","4,068.79",811,Sep-21,YUK TONG AVENUE,Resale,Strata,378,"8,730",-,Terrace House,1,Freehold,21,Rest of Central Region,-
BINJAI CREST,"2,170,000","3,369.13",644,Aug-21,JALAN KAMPONG CHANTEK,Resale,Strata,313,"6,933",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
BINJAI CREST,"2,600,000","3,778.16",688,Jul-21,JALAN KAMPONG CHANTEK,Resale,Strata,351,"7,407",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
MONT TIMAH,"3,675,000","4,693.1",783,Jul-21,BUKIT WAY,Resale,Strata,436,"8,429",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
