Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
WATERCOVE,"3,500,000","3,433.72","1,019",Jun-26,WAK HASSAN DRIVE,Resale,Strata,319,"10,972",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
THE SHAUGHNESSY,"2,500,000","3,283.02",761,May-26,MILTONIA CLOSE,Resale,Strata,305,"8,197",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
SPRINGHILL,"2,300,000","2,766.35",831,Apr-26,SEMBAWANG WALK,Resale,Strata,257,"8,949",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
SPRINGHILL,"2,480,000","3,046.21",814,Apr-26,SEMBAWANG WALK,Resale,Strata,283,"8,763",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
THE SHAUGHNESSY,"2,338,000","3,519.83",664,Mar-26,MILTONIA CLOSE,Resale,Strata,327,"7,150",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
SPRINGHILL,"2,280,000","2,906.28",785,Mar-26,SEMBAWANG WALK,Resale,Strata,270,"8,444",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
SPRINGHILL,"2,250,000","2,691",836,Mar-26,SEMBAWANG WALK,Resale,Strata,250,"9,000",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
THE SHAUGHNESSY,"2,475,888","3,283.02",754,Feb-26,MILTONIA CLOSE,Resale,Strata,305,"8,118",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
SPRINGHILL,"2,340,000","2,906.28",805,Feb-26,SEMBAWANG WALK,Resale,Strata,270,"8,667",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
SPRINGHILL,"2,408,888","3,013.92",799,Feb-26,SEMBAWANG WALK,Resale,Strata,280,"8,603",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
THE SHAUGHNESSY,"2,500,000","3,304.55",757,Feb-26,MILTONIA CLOSE,Resale,Strata,307,"8,143",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
WATERCOVE,"3,600,000","3,466.01","1,039",Jan-26,WAK HASSAN DRIVE,Resale,Strata,322,"11,180",-,Terrace House,1,Freehold,27,Outside Central Region,-
WATERCOVE,"3,300,000","3,487.54",946,Jan-26,WAK HASSAN DRIVE,Resale,Strata,324,"10,185",-,Terrace House,1,Freehold,27,Outside Central Region,-
THE SHAUGHNESSY,"2,438,000","3,304.55",738,Jan-26,MILTONIA CLOSE,Resale,Strata,307,"7,941",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THE SHAUGHNESSY,"2,500,000","3,283.02",761,Jan-26,MILTONIA CLOSE,Resale,Strata,305,"8,197",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THE SHAUGHNESSY,"2,450,000","3,455.24",709,Jan-26,MILTONIA CLOSE,Resale,Strata,321,"7,632",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
SPRINGHILL,"2,000,000","2,744.82",729,Jan-26,SEMBAWANG WALK,Resale,Strata,255,"7,843",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
THE SHAUGHNESSY,"2,688,000","3,605.94",745,Oct-25,MILTONIA CLOSE,Resale,Strata,335,"8,024",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THE SHAUGHNESSY,"2,328,000","3,283.02",709,Sep-25,MILTONIA CLOSE,Resale,Strata,305,"7,633",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THE SHAUGHNESSY,"2,725,000","3,649",747,Aug-25,MILTONIA CLOSE,Resale,Strata,339,"8,038",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
THE SHAUGHNESSY,"2,460,000","3,519.83",699,Aug-25,MILTONIA CLOSE,Resale,Strata,327,"7,523",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
