Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PARC VERA,"1,200,000",785.77,"1,527",Sep-26,HOUGANG STREET 32,Resale,Strata,73,"16,438",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
MIDTOWN RESIDENCES,"770,000",452.09,"1,703",Sep-26,UPPER SERANGOON ROAD,Resale,Strata,42,"18,333",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
THE SPRINGBLOOM,"2,280,000","1,302.44","1,751",Sep-26,SERANGOON AVENUE 3,Resale,Strata,121,"18,843",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,16 to 20
RIO VISTA,"1,868,000","1,377.79","1,356",Sep-26,UPPER SERANGOON VIEW,Resale,Strata,128,"14,594",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
CHUAN PARK,"2,066,700",828.83,"2,494",Sep-26,LORONG CHUAN,New Sale,Strata,77,"26,840",-,Condominium,1,99 years leasehold,19,Outside Central Region,21 to 25
EVERGREEN PARK,"1,220,000","1,076.4","1,133",Sep-26,HOUGANG AVENUE 7,Resale,Strata,100,"12,200",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,01 to 05
A TREASURE TROVE,"1,288,000",775.01,"1,662",Sep-26,PUNGGOL WALK,Resale,Strata,72,"17,889",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE FLORENTINE,"1,420,000",958,"1,482",Sep-26,FLORENCE ROAD,Resale,Strata,89,"15,955",-,Apartment,1,947 yrs lease commencing from 1934,19,Outside Central Region,01 to 05
MIDTOWN RESIDENCES,"1,070,000",699.66,"1,529",Sep-26,UPPER SERANGOON ROAD,Resale,Strata,65,"16,462",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
WATERTOWN,"1,360,000",807.3,"1,685",Sep-26,PUNGGOL CENTRAL,Resale,Strata,75,"18,133",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
KENSINGTON PARK CONDOMINIUM,"2,950,000","1,657.66","1,780",Sep-26,KENSINGTON PARK DRIVE,Resale,Strata,154,"19,156",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,11 to 15
TERRASSE,"2,380,000","1,550.02","1,535",Sep-26,TERRASSE LANE,Resale,Strata,144,"16,528",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
RIVERVALE CREST,"1,750,000","1,668.42","1,049",Sep-26,RIVERVALE CRESCENT,Resale,Strata,155,"11,290",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,16 to 20
BOTANIQUE AT BARTLEY,"1,420,000",721.19,"1,969",Sep-26,UPPER PAYA LEBAR ROAD,Resale,Strata,67,"21,194",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
STADIA,"866,000",570.49,"1,518",Sep-26,YIO CHU KANG ROAD,Resale,Strata,53,"16,340",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
RIO VISTA,"1,570,000","1,248.62","1,257",Sep-26,UPPER SERANGOON VIEW,Resale,Strata,116,"13,534",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,16 to 20
CHUAN PARK,"2,001,000",742.72,"2,694",Sep-26,LORONG CHUAN,New Sale,Strata,69,"29,000",-,Condominium,1,99 years leasehold,19,Outside Central Region,01 to 05
RIVER ISLES,"1,220,000",753.48,"1,619",Sep-26,EDGEDALE PLAINS,Resale,Strata,70,"17,429",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE QUARTZ,"2,580,000","1,550.02","1,664",Sep-26,COMPASSVALE BOW,Resale,Strata,144,"17,917",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,16 to 20
CHUAN PARK,"3,454,286","1,485.43","2,325",Sep-26,LORONG CHUAN,New Sale,Strata,138,"25,031",-,Condominium,1,99 years leasehold,19,Outside Central Region,16 to 20
JEWEL @ BUANGKOK,"818,888",484.38,"1,691",Sep-26,COMPASSVALE BOW,Resale,Strata,45,"18,198",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
AFFINITY AT SERANGOON,"1,170,888",624.31,"1,875",Sep-26,SERANGOON NORTH AVENUE 1,Resale,Strata,58,"20,188",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
STARS OF KOVAN,"1,460,000",731.95,"1,995",Sep-26,UPPER SERANGOON ROAD,Resale,Strata,68,"21,471",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"1,325,000",731.95,"1,810",Sep-26,SERANGOON NORTH AVENUE 1,Resale,Strata,68,"19,485",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,425,000",731.95,"1,947",Sep-26,SERANGOON NORTH AVENUE 1,Resale,Strata,68,"20,956",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"1,030,000",688.9,"1,495",Sep-26,UPPER SERANGOON VIEW,Resale,Strata,64,"16,094",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE TEMBUSU,"1,540,000",753.48,"2,044",Sep-26,TAMPINES ROAD,Resale,Strata,70,"22,000",-,Condominium,1,Freehold,19,Outside Central Region,06 to 10
WATERTOWN,"908,000",581.26,"1,562",Sep-26,PUNGGOL CENTRAL,Resale,Strata,54,"16,815",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
CHUAN PARK,"3,237,300","1,205.57","2,685",Sep-26,LORONG CHUAN,New Sale,Strata,112,"28,904",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,06 to 10
CHUAN PARK,"3,267,700","1,205.57","2,711",Sep-26,LORONG CHUAN,New Sale,Strata,112,"29,176",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15
KINGSFORD WATERBAY,"1,045,000",688.9,"1,517",Sep-26,UPPER SERANGOON VIEW,Resale,Strata,64,"16,328",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
REGENTVILLE,"1,364,000","1,151.75","1,184",Sep-26,HOUGANG STREET 92,Resale,Strata,107,"12,748",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"1,015,000",678.13,"1,497",Sep-26,UPPER SERANGOON VIEW,Resale,Strata,63,"16,111",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"2,710,000","1,377.79","1,967",Sep-26,LORONG HOW SUN,Resale,Strata,128,"21,172",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIVERSAILS,"1,800,000","1,184.04","1,520",Sep-26,UPPER SERANGOON CRESCENT,Resale,Strata,110,"16,364",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
SUNGLADE,"2,020,000","1,162.51","1,738",Sep-26,SERANGOON AVENUE 2,Resale,Strata,108,"18,704",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15
CHUAN PARK,"3,260,100","1,205.57","2,704",Sep-26,LORONG CHUAN,New Sale,Strata,112,"29,108",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15
WATERTOWN,"904,888",581.26,"1,557",Sep-26,PUNGGOL CENTRAL,Resale,Strata,54,"16,757",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE SPRINGBLOOM,"1,800,000","1,130.22","1,593",Sep-26,SERANGOON AVENUE 3,Resale,Strata,105,"17,143",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"835,000",559.73,"1,492",Sep-26,SERANGOON NORTH AVENUE 1,Resale,Strata,52,"16,058",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,520,000",914.94,"1,661",Sep-26,HOUGANG AVENUE 7,Resale,Strata,85,"17,882",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
