Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ILLOURA,"5,950,000","4,241.02","1,403",Jun-26,OLD HOLLAND ROAD,Resale,Strata,394,"15,102",-,Detached House,1,Freehold,10,Core Central Region,01 to 05
THE TENERIFFE,"3,460,000","3,035.45","1,140",Jun-26,LAUREL WOOD AVENUE,Resale,Strata,282,"12,270",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
CORONA COURT,"4,428,000","2,691","1,645",Jun-26,JALAN HAJI ALIAS,Resale,Strata,250,"17,712",-,Terrace House,1,Freehold,10,Core Central Region,-
THE TENERIFFE,"3,700,000","3,121.56","1,185",May-26,LAUREL WOOD AVENUE,Resale,Strata,290,"12,759",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
ELEVEN @ HOLLAND,"3,318,000","3,735.11",888,May-26,HOLLAND LINK,Resale,Strata,347,"9,562",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
SHAMROCK VILLAS,"5,450,000","6,135.48",888,Apr-26,NAMLY PLACE,Resale,Strata,570,"9,561",-,Detached House,1,Freehold,10,Core Central Region,-
ILLOURA,"5,930,000","4,553.17","1,302",Feb-26,OLD HOLLAND ROAD,Resale,Strata,423,"14,019",-,Semi-Detached House,1,Freehold,10,Core Central Region,01 to 05
SOMMERVILLE PARK,"5,700,000","3,067.74","1,858",Jan-26,SOMMERVILLE ESTATE ROAD,Resale,Strata,285,"20,000",-,Terrace House,1,Freehold,10,Core Central Region,-
RIDGEWOOD,"4,850,000","2,852.46","1,700",Oct-25,MOUNT SINAI RISE,Resale,Strata,265,"18,302",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
VENTURA HEIGHTS,"4,870,000","6,469.16",753,Oct-25,JALAN LIM TAI SEE,Resale,Strata,601,"8,103",-,Detached House,1,Freehold,10,Core Central Region,-
PALMS @ SIXTH AVENUE,"5,400,000","4,682.34","1,153",Sep-25,SIXTH AVENUE,Resale,Strata,435,"12,414",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
RIDGEWOOD,"4,850,000","2,852.46","1,700",Sep-25,MOUNT SINAI RISE,Resale,Strata,265,"18,302",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
RIDGEWOOD,"5,000,000","2,852.46","1,753",Sep-25,MOUNT SINAI RISE,Resale,Strata,265,"18,868",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
ILLOURA,"5,940,000","4,219.49","1,408",Sep-25,OLD HOLLAND ROAD,Resale,Strata,392,"15,153",-,Semi-Detached House,1,Freehold,10,Core Central Region,01 to 05
FERNHILL COTTAGE,"3,930,000","1,894.46","2,074",Aug-25,FERNHILL ROAD,Resale,Strata,176,"22,330",-,Terrace House,1,Freehold,10,Core Central Region,-
THE TENERIFFE,"3,700,000","3,164.62","1,169",Aug-25,LAUREL WOOD AVENUE,Resale,Strata,294,"12,585",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
SOMMERVILLE PARK,"6,500,000","4,197.96","1,548",Jul-25,FARRER DRIVE,Resale,Strata,390,"16,667",-,Terrace House,1,Freehold,10,Core Central Region,01 to 05
ESTRIVILLAS,"4,210,000","4,359.42",966,Jul-25,JALAN LIM TAI SEE,Resale,Strata,405,"10,395",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
THE TENERIFFE,"3,630,000","3,110.8","1,167",Jul-25,LAUREL WOOD AVENUE,Resale,Strata,289,"12,561",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
THE TENERIFFE,"3,620,000","3,164.62","1,144",Jul-25,LAUREL WOOD AVENUE,Resale,Strata,294,"12,313",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
SOMMERVILLE PARK,"5,650,000","3,293.78","1,715",Jul-25,SOMMERVILLE ESTATE ROAD,Resale,Strata,306,"18,464",-,Terrace House,1,Freehold,10,Core Central Region,-
THE TENERIFFE,"3,625,000","3,175.38","1,142",Jun-25,LAUREL WOOD AVENUE,Resale,Strata,295,"12,288",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
ELEVEN @ HOLLAND,"3,410,000","3,853.51",885,Jun-25,HOLLAND LINK,Resale,Strata,358,"9,525",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ESTRIVILLAS,"4,380,000","4,703.87",931,Jun-25,JALAN LIM TAI SEE,Resale,Strata,437,"10,023",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ESTRIVILLAS,"4,500,000","5,188.25",867,Jun-25,JALAN LIM TAI SEE,Resale,Strata,482,"9,336",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ILLOURA,"6,000,000","4,284.07","1,401",May-25,OLD HOLLAND ROAD,Resale,Strata,398,"15,075",-,Semi-Detached House,1,Freehold,10,Core Central Region,01 to 05
ELEVEN @ HOLLAND,"3,720,000","3,810.46",976,May-25,HOLLAND LINK,Resale,Strata,354,"10,508",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ESTRIVILLAS,"4,725,000","5,188.25",911,May-25,JALAN LIM TAI SEE,Resale,Strata,482,"9,803",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
NAMLY COURT,"5,110,000","2,798.64","1,826",Apr-25,BUKIT TIMAH ROAD,Resale,Strata,260,"19,654",-,Terrace House,1,Freehold,10,Core Central Region,-
ESTRIVILLAS,"4,300,000","4,531.64",949,Mar-25,JALAN LIM TAI SEE,Resale,Strata,421,"10,214",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
THE TENERIFFE,"3,680,000","3,175.38","1,159",Mar-25,LAUREL WOOD AVENUE,Resale,Strata,295,"12,475",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
THE TENERIFFE,"3,620,000","3,089.27","1,172",Mar-25,LAUREL WOOD AVENUE,Resale,Strata,287,"12,613",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
VENTURA HEIGHTS,"4,180,000","4,650.05",899,Feb-25,JALAN LIM TAI SEE,Resale,Strata,432,"9,676",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
