Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"2,800,000","1,948.28","1,437",Jun-26,UPPER EAST COAST ROAD,Resale,Strata,181,"15,470",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,660,000","1,948.28","1,365",Jun-26,UPPER EAST COAST ROAD,Resale,Strata,181,"14,696",-,Terrace House,1,Freehold,16,Outside Central Region,-
THE SPRINGFIELD,"2,480,000","2,368.08","1,047",May-26,CHEMPAKA KUNING LINK,Resale,Strata,220,"11,273",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
D'MANOR,"2,500,000","2,723.29",918,May-26,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,881",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
TECK GUAN VILLE,"3,520,000","2,518.78","1,398",May-26,UPPER EAST COAST ROAD,Resale,Strata,234,"15,043",-,Terrace House,1,Freehold,16,Outside Central Region,-
SUMMER GARDENS,"2,700,000","3,272.26",825,Apr-26,UPPER CHANGI ROAD EAST,Resale,Strata,304,"8,882",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
KEW GATE,"2,380,000","2,518.78",945,Apr-26,LIMAU GARDEN,Resale,Strata,234,"10,171",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
SUMMER GARDENS,"2,758,000","3,024.68",912,Mar-26,UPPER CHANGI ROAD EAST,Resale,Strata,281,"9,815",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
D'MANOR,"2,700,000","2,723.29",991,Mar-26,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,672",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
D'MANOR,"2,900,000","2,723.29","1,065",Mar-26,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"11,462",-,Semi-Detached House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
TECK GUAN VILLE,"3,500,000","2,518.78","1,390",Feb-26,UPPER EAST COAST ROAD,Resale,Strata,234,"14,957",-,Terrace House,1,Freehold,16,Outside Central Region,-
ECO,"3,600,000","3,767.4",956,Feb-26,BEDOK SOUTH AVENUE 3,Resale,Strata,350,"10,286",-,Terrace House,1,99 yrs lease commencing from 2012,16,Outside Central Region,-
ARCHIPELAGO,"3,560,000","4,402.48",809,Jan-26,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,704",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
ARCHIPELAGO,"3,650,000","4,402.48",829,Jan-26,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,924",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
SUMMER GARDENS,"2,770,000","3,024.68",916,Jan-26,UPPER CHANGI ROAD EAST,Resale,Strata,281,"9,858",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE SPRINGFIELD,"2,216,800","2,335.79",949,Dec-25,CHEMPAKA KUNING LINK,Resale,Strata,217,"10,216",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
D'MANOR,"2,680,000","2,723.29",984,Dec-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,593",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
D'MANOR,"2,850,000","3,379.9",843,Nov-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,314,"9,076",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
D'MANOR,"3,050,000","3,379.9",902,Nov-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,314,"9,713",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
TECK GUAN VILLE,"3,500,000","2,518.78","1,390",Oct-25,UPPER EAST COAST ROAD,Resale,Strata,234,"14,957",-,Terrace House,1,Freehold,16,Outside Central Region,-
D'MANOR,"2,588,000","2,723.29",950,Oct-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,229",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
D'MANOR,"2,661,888","2,723.29",977,Sep-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,521",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
D'MANOR,"2,850,000","2,723.29","1,047",Sep-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"11,265",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
D'MANOR,"2,600,000","2,820.17",922,Sep-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,262,"9,924",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
ENGLISH VILLAS,"3,800,000","7,427.16",512,Aug-25,BEDOK RISE,Resale,Strata,690,"5,507",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
D'MANOR,"2,430,000","2,723.29",892,Aug-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,605",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
KEW RESIDENCIA,"2,350,000","3,013.92",780,Aug-25,KEW CRESCENT,Resale,Strata,280,"8,393",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
KEW GATE,"2,330,000","2,260.44","1,031",Aug-25,LIMAU GARDEN,Resale,Strata,210,"11,095",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
D'MANOR,"2,460,000","2,723.29",903,Jul-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,723",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
D'MANOR,"2,880,000","3,315.31",869,Jun-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,308,"9,351",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
D'MANOR,"2,660,000","2,723.29",977,Jun-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,514",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
D'MANOR,"2,600,000","2,723.29",955,May-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"10,277",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
THE SPRINGFIELD,"2,188,888","2,335.79",937,May-25,CHEMPAKA KUNING LINK,Resale,Strata,217,"10,087",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE SPRINGFIELD,"2,300,000","2,378.84",967,Apr-25,CHEMPAKA KUNING LINK,Resale,Strata,221,"10,407",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
D'MANOR,"2,480,000","2,723.29",911,Mar-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,802",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
KEW GATE,"2,358,000","2,260.44","1,043",Mar-25,LIMAU GARDEN,Resale,Strata,210,"11,229",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
ARCHIPELAGO,"3,503,888","4,402.48",796,Jan-25,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,567",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
THE SPRINGFIELD,"2,188,000","2,325.02",941,Jan-25,CHEMPAKA KUNING LINK,Resale,Strata,216,"10,130",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE SPRINGFIELD,"2,350,000","2,335.79","1,006",Jan-25,CHEMPAKA KUNING LINK,Resale,Strata,217,"10,829",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
SUMMER GARDENS,"2,780,000","3,035.45",916,Nov-24,UPPER CHANGI ROAD EAST,Resale,Strata,282,"9,858",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE SPRINGFIELD,"2,190,000","2,378.84",921,Nov-24,CHEMPAKA KUNING LINK,Resale,Strata,221,"9,910",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
D'MANOR,"2,400,000","2,723.29",881,Oct-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,486",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
