Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
KENT RIDGE HILL RESIDENCES,"3,285,000","1,829.88","1,795",Jun-26,SOUTH BUONA VISTA ROAD,Resale,Strata,170,"19,324",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
LYNNSVILLE 331,"3,050,000","3,089.27",987,May-26,PASIR PANJANG ROAD,Resale,Strata,287,"10,627",-,Terrace House,1,Freehold,05,Rest of Central Region,-
WEST SHORE RESIDENCES,"3,900,000","4,014.97",971,May-26,PASIR PANJANG ROAD,Resale,Strata,373,"10,456",-,Terrace House,1,Freehold,05,Rest of Central Region,-
KENT RIDGE HILL RESIDENCES,"2,930,000","1,829.88","1,601",Apr-26,SOUTH BUONA VISTA ROAD,Resale,Strata,170,"17,235",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
WATERFRONT @ FABER,"3,480,000","2,949.34","1,180",Apr-26,FABER WALK,Resale,Strata,274,"12,701",-,Terrace House,1,99 yrs lease commencing from 2013,05,Outside Central Region,-
LYNNSVILLE 331,"3,050,000","3,046.21","1,001",Feb-26,PASIR PANJANG ROAD,Resale,Strata,283,"10,777",-,Terrace House,1,Freehold,05,Rest of Central Region,-
WESTSIDE 33,"3,150,000","2,798.64","1,126",Jan-26,WEST COAST ROAD,Resale,Strata,260,"12,115",-,Terrace House,1,Freehold,05,Outside Central Region,-
THE VISION,"3,380,000","4,962.2",681,Sep-25,WEST COAST CRESCENT,Resale,Strata,461,"7,332",-,Terrace House,1,99 yrs lease commencing from 2008,05,Outside Central Region,-
NORMANTON PARK,"3,630,000","2,109.74","1,721",Aug-25,NORMANTON PARK,Sub Sale,Strata,196,"18,520",-,Terrace House,1,99 yrs lease commencing from 2019,05,Rest of Central Region,-
THE VISION,"3,522,500","5,005.26",704,Jun-25,WEST COAST CRESCENT,Resale,Strata,465,"7,575",-,Terrace House,1,99 yrs lease commencing from 2008,05,Outside Central Region,-
KENT RIDGE HILL RESIDENCES,"3,450,588","2,066.69","1,670",Apr-25,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,192,"17,972",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
KENT RIDGE HILL RESIDENCES,"3,100,000","1,829.88","1,694",Apr-25,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,170,"18,235",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
KENT RIDGE HILL RESIDENCES,"3,200,000","1,829.88","1,749",Feb-25,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,170,"18,824",-,Terrace House,1,99 yrs lease commencing from 2018,05,Rest of Central Region,-
PARC CLEMATIS,"3,600,000","2,658.71","1,354",Dec-24,JALAN LEMPENG,Sub Sale,Strata,247,"14,575",-,Terrace House,1,99 yrs lease commencing from 2019,05,Outside Central Region,-
BAROSSA GARDENS,"2,830,000","1,980.58","1,429",Oct-24,PASIR PANJANG ROAD,Resale,Strata,184,"15,380",-,Terrace House,1,Freehold,05,Rest of Central Region,01 to 05
LANDED HOUSING DEVELOPMENT,"3,780,000","3,132.32","1,207",Aug-24,PASIR PANJANG HILL,Resale,Strata,291,"12,990",-,Terrace House,1,Freehold,05,Rest of Central Region,-
THE VISION,"3,600,000","5,005.26",719,Aug-24,WEST COAST CRESCENT,Resale,Strata,465,"7,742",-,Terrace House,1,99 yrs lease commencing from 2008,05,Outside Central Region,-
THE VISION,"3,528,888","4,962.2",711,Aug-24,WEST COAST CRESCENT,Resale,Strata,461,"7,655",-,Terrace House,1,99 yrs lease commencing from 2008,05,Outside Central Region,-
SUNGROVE,"3,690,000","8,363.63",441,Aug-24,WEST COAST GROVE,Resale,Strata,777,"4,749",-,Semi-Detached House,1,99 yrs lease commencing from 1994,05,Outside Central Region,-
LYNNSVILLE 331,"2,500,000","3,455.24",724,Jul-24,PASIR PANJANG ROAD,Resale,Strata,321,"7,788",-,Terrace House,1,Freehold,05,Rest of Central Region,-
WEST PARK REGENCY,"2,398,988","1,905.23","1,259",Jun-24,PASIR PANJANG ROAD,Resale,Strata,177,"13,554",-,Terrace House,1,Freehold,05,Rest of Central Region,-
WEST SHORE RESIDENCES,"3,600,000","4,660.81",772,Feb-24,PASIR PANJANG ROAD,Resale,Strata,433,"8,314",-,Terrace House,1,Freehold,05,Rest of Central Region,-
CHUVILLE,"4,600,000","4,919.15",935,Jan-24,PASIR PANJANG ROAD,Resale,Strata,457,"10,066",-,Terrace House,1,Freehold,05,Rest of Central Region,-
