Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
STIRLING RESIDENCES,"1,660,000",688.9,"2,410",Sep-26,STIRLING ROAD,Resale,Strata,64,"25,938",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
PENRITH,"1,790,000",613.55,"2,917",Sep-26,MARGARET DRIVE,New Sale,Strata,57,"31,404",-,Apartment,1,99 yrs lease commencing from 2024,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,750,000",688.9,"2,540",Sep-26,STIRLING ROAD,Resale,Strata,64,"27,344",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
ECHELON,"2,380,000","1,001.05","2,377",Sep-26,ALEXANDRA VIEW,Resale,Strata,93,"25,591",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,226,000",505.91,"2,423",Sep-26,STIRLING ROAD,Resale,Strata,47,"26,085",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
HIGHLINE RESIDENCES,"3,220,000","1,291.68","2,493",Sep-26,KIM TIAN ROAD,Resale,Strata,120,"26,833",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
PRINCIPAL GARDEN,"945,000",484.38,"1,951",Sep-26,PRINCE CHARLES CRESCENT,Resale,Strata,45,"21,000",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
QUEENS PEAK,"1,068,000",484.38,"2,205",Sep-26,DUNDEE ROAD,Resale,Strata,45,"23,733",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,575,000",635.08,"2,480",Sep-26,STIRLING ROAD,Resale,Strata,59,"26,695",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE CREST,"3,280,000","1,657.66","1,979",Sep-26,PRINCE CHARLES CRESCENT,Resale,Strata,154,"21,299",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
QUEENS PEAK,"2,008,500",861.12,"2,332",Sep-26,DUNDEE ROAD,Resale,Strata,80,"25,106",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,36 to 40
ECHELON,"1,750,000",731.95,"2,391",Sep-26,ALEXANDRA VIEW,Resale,Strata,68,"25,735",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
CENTRAL GREEN CONDOMINIUM,"2,100,000","1,291.68","1,626",Sep-26,JALAN MEMBINA,Resale,Strata,120,"17,500",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,01 to 05
THE CREST,"2,100,000","1,033.34","2,032",Sep-26,PRINCE CHARLES CRESCENT,Resale,Strata,96,"21,875",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
ONE PEARL BANK,"3,010,000","1,151.75","2,613",Sep-26,PEARL BANK,Resale,Strata,107,"28,131",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,502,000",635.08,"2,365",Aug-26,STIRLING ROAD,Resale,Strata,59,"25,458",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
THE METROPOLITAN CONDOMINIUM,"3,000,000","1,399.32","2,144",Aug-26,ALEXANDRA VIEW,Resale,Strata,130,"23,077",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,26 to 30
QUEENS PEAK,"1,050,000",484.38,"2,168",Aug-26,DUNDEE ROAD,Resale,Strata,45,"23,333",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
ARTRA,"1,990,000",828.83,"2,401",Aug-26,ALEXANDRA VIEW,Resale,Strata,77,"25,844",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,520,000",635.08,"2,393",Aug-26,STIRLING ROAD,Resale,Strata,59,"25,763",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"1,580,000",688.9,"2,294",Aug-26,COMMONWEALTH AVENUE,Resale,Strata,64,"24,688",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ALEXIS,"1,440,000","1,054.87","1,365",Aug-26,ALEXANDRA ROAD,Resale,Strata,98,"14,694",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
RIVER PLACE,"1,900,000","1,033.34","1,839",Aug-26,HAVELOCK ROAD,Resale,Strata,96,"19,792",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
ALEXIS,"1,120,000",667.37,"1,678",Aug-26,ALEXANDRA ROAD,Resale,Strata,62,"18,065",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
AVENUE SOUTH RESIDENCE,"1,028,888",527.44,"1,951",Aug-26,SILAT AVENUE,Resale,Strata,49,"20,998",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
ZYON GRAND,"2,805,000",818.06,"3,429",Aug-26,KIM SENG ROAD,New Sale,Strata,76,"36,908",-,Apartment,1,99 yrs lease commencing from 2024,03,Rest of Central Region,56 to 60
THE CREST,"1,728,000",904.18,"1,911",Aug-26,PRINCE CHARLES CRESCENT,Resale,Strata,84,"20,571",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,348,500",796.54,"2,948",Aug-26,ZION PROMENADE,New Sale,Strata,74,"31,736",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
THE CREST,"3,138,000","1,571.54","1,997",Aug-26,PRINCE CHARLES CRESCENT,Resale,Strata,146,"21,493",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
ASCENTIA SKY,"2,950,000","1,474.67","2,000",Aug-26,ALEXANDRA VIEW,Resale,Strata,137,"21,533",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,11 to 15
THE METROPOLITAN CONDOMINIUM,"2,180,000","1,076.4","2,025",Aug-26,ALEXANDRA VIEW,Resale,Strata,100,"21,800",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,41 to 45
STIRLING RESIDENCES,"1,780,000",678.13,"2,625",Aug-26,STIRLING ROAD,Resale,Strata,63,"28,254",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
ASCENTIA SKY,"3,730,000","1,733","2,152",Aug-26,ALEXANDRA VIEW,Resale,Strata,161,"23,168",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,41 to 45
AVENUE SOUTH RESIDENCE,"1,340,000",656.6,"2,041",Aug-26,SILAT AVENUE,Resale,Strata,61,"21,967",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"1,988,000",807.3,"2,463",Aug-26,PRINCE CHARLES CRESCENT,Resale,Strata,75,"26,507",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
