Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CHELSEA GROVE,"1,480,000",958,"1,545",Sep-26,MARTABAN ROAD,Resale,Strata,89,"16,629",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
TREVISTA,"1,760,000",925.7,"1,901",Sep-26,LORONG 3 TOA PAYOH,Resale,Strata,86,"20,465",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,01 to 05
EIGHT RIVERSUITES,"1,400,000",699.66,"2,001",Sep-26,WHAMPOA EAST,Resale,Strata,65,"21,538",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
EIGHT RIVERSUITES,"1,550,000",807.3,"1,920",Sep-26,WHAMPOA EAST,Resale,Strata,75,"20,667",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25
BEACON HEIGHTS,"2,435,000","1,969.81","1,236",Sep-26,MAR THOMA ROAD,Resale,Strata,183,"13,306",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,01 to 05
BEACON HEIGHTS,"980,000",667.37,"1,468",Sep-26,MAR THOMA ROAD,Resale,Strata,62,"15,806",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15
THE VIRIDIAN,"1,450,000",882.65,"1,643",Sep-26,JALAN AMPAS,Resale,Strata,82,"17,683",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
REGENT RESIDENCES,"1,380,000",818.06,"1,687",Sep-26,SERANGOON ROAD,Resale,Strata,76,"18,158",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE VIRIDIAN,"3,680,000","3,326.08","1,106",Sep-26,JALAN AMPAS,Resale,Strata,309,"11,909",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
M66,"1,580,000","1,130.22","1,398",Sep-26,MOONSTONE LANE,Resale,Strata,105,"15,048",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE ARCADY AT BOON KENG,"2,045,000",764.24,"2,676",Sep-26,SAINT BARNABAS LANE,New Sale,Strata,71,"28,803",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
EIGHT RIVERSUITES,"1,438,000",699.66,"2,055",Sep-26,WHAMPOA EAST,Resale,Strata,65,"22,123",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,26 to 30
PARC HAVEN,"1,070,000",688.9,"1,553",Aug-26,LORONG LIMAU,Resale,Strata,64,"16,719",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
RIVERBAY,"830,000",516.67,"1,606",Aug-26,MAR THOMA ROAD,Resale,Strata,48,"17,292",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15
BLISS LOFT,"728,000",452.09,"1,610",Aug-26,KIM KEAT CLOSE,Resale,Strata,42,"17,333",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
ONE ST MICHAEL'S,"2,360,000","1,248.62","1,890",Aug-26,ST. MICHAEL'S ROAD,Resale,Strata,116,"20,345",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
THE CENTRIO,"2,088,000","1,205.57","1,732",Aug-26,IRRAWADDY ROAD,Resale,Strata,112,"18,643",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
EIGHT RIVERSUITES,"1,900,000",979.52,"1,940",Aug-26,WHAMPOA EAST,Resale,Strata,91,"20,879",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
ASCENT @ 456,"1,080,000",753.48,"1,433",Aug-26,BALESTIER ROAD,Resale,Strata,70,"15,429",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
ONE ST MICHAEL'S,"2,300,000","1,184.04","1,943",Aug-26,ST. MICHAEL'S ROAD,Resale,Strata,110,"20,909",-,Condominium,1,Freehold,12,Rest of Central Region,16 to 20
THE INTERWEAVE,"758,000",430.56,"1,760",Aug-26,KIM KEAT ROAD,Resale,Strata,40,"18,950",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
VA RESIDENCES,"815,000",505.91,"1,611",Aug-26,BOON TECK ROAD,Resale,Strata,47,"17,340",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
EIGHT RIVERSUITES,"1,860,000",979.52,"1,899",Aug-26,WHAMPOA EAST,Resale,Strata,91,"20,440",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
TREVISTA,"3,500,000","1,700.71","2,058",Aug-26,LORONG 3 TOA PAYOH,Resale,Strata,158,"22,152",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,16 to 20
OLEANDER TOWERS,"1,880,000","1,140.98","1,648",Aug-26,LORONG 1 TOA PAYOH,Resale,Strata,106,"17,736",-,Apartment,1,99 yrs lease commencing from 1995,12,Rest of Central Region,11 to 15
THE VERVE,"710,000",441.32,"1,609",Aug-26,JALAN RAJAH,Resale,Strata,41,"17,317",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
EIGHT RIVERSUITES,"1,940,000","1,076.4","1,802",Aug-26,WHAMPOA EAST,Resale,Strata,100,"19,400",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
THE ARCADY AT BOON KENG,"2,860,000","1,087.16","2,631",Aug-26,SAINT BARNABAS LANE,New Sale,Strata,101,"28,317",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
TREVISTA,"1,788,888",947.23,"1,889",Aug-26,LORONG 3 TOA PAYOH,Resale,Strata,88,"20,328",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,36 to 40
CITY REGENCY,"785,000",484.38,"1,621",Aug-26,ST. MICHAEL'S ROAD,Resale,Strata,45,"17,444",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
GEM RESIDENCES,"1,285,000",678.13,"1,895",Aug-26,LORONG 5 TOA PAYOH,Resale,Strata,63,"20,397",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,01 to 05
GEM RESIDENCES,"2,068,000",947.23,"2,183",Aug-26,LORONG 5 TOA PAYOH,Resale,Strata,88,"23,500",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,11 to 15
BIRCHWOOD MANSIONS,"1,640,000","1,259.39","1,302",Aug-26,JALAN AMPAS,Resale,Strata,117,"14,017",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE ARTE,"3,000,000","1,625.36","1,846",Aug-26,JALAN RAJA UDANG,Resale,Strata,151,"19,868",-,Condominium,1,Freehold,12,Rest of Central Region,01 to 05
GEM RESIDENCES,"1,150,000",570.49,"2,016",Aug-26,LORONG 5 TOA PAYOH,Resale,Strata,53,"21,698",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,16 to 20
D'LOTUS,"777,000",570.49,"1,362",Aug-26,LORONG AMPAS,Resale,Strata,53,"14,660",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
D'LOTUS,"1,735,000","1,065.64","1,628",Aug-26,LORONG AMPAS,Resale,Strata,99,"17,525",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
