Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SOMMERVILLE REGENCY,"3,285,000","2,486.48","1,321",Jun-26,LORONG SELANGAT,Resale,Strata,231,"14,221",-,Terrace House,1,Freehold,13,Outside Central Region,-
FORTUNE VIEW,"3,000,000","2,249.68","1,334",Mar-26,SOMMERVILLE WALK,Resale,Strata,209,"14,354",-,Terrace House,1,Freehold,13,Outside Central Region,-
FORTUNE VIEW,"2,500,000","2,045.16","1,222",Feb-26,SOMMERVILLE WALK,Resale,Strata,190,"13,158",-,Terrace House,1,Freehold,13,Outside Central Region,-
MEDALLION,"3,938,000","3,875.04","1,016",Feb-26,BRADDELL ROAD,Resale,Strata,360,"10,939",-,Detached House,1,Freehold,13,Outside Central Region,-
LYNWOOD EIGHT,"3,880,000","5,500.4",705,Feb-26,LYNWOOD GROVE,Resale,Strata,511,"7,593",-,Detached House,1,Freehold,13,Outside Central Region,-
MEDALLION,"4,268,000","4,434.77",962,Dec-25,BRADDELL ROAD,Resale,Strata,412,"10,359",-,Detached House,1,Freehold,13,Outside Central Region,-
SOMMERVILLE REGENCY,"3,220,000","2,594.12","1,241",Oct-25,LORONG SELANGAT,Resale,Strata,241,"13,361",-,Terrace House,1,Freehold,13,Outside Central Region,-
DUNSFOLD 18,"4,580,000","4,617.76",992,Sep-25,DUNSFOLD DRIVE,Resale,Strata,429,"10,676",-,Detached House,1,Freehold,13,Outside Central Region,-
DUNSFOLD 18,"4,500,000","4,467.06","1,007",Sep-25,DUNSFOLD DRIVE,Resale,Strata,415,"10,843",-,Detached House,1,Freehold,13,Outside Central Region,-
MEDALLION,"3,500,000","4,154.9",842,Sep-25,BRADDELL ROAD,Resale,Strata,386,"9,067",-,Detached House,1,Freehold,13,Outside Central Region,-
MEDALLION,"3,188,888","3,304.55",965,Aug-25,BRADDELL ROAD,Resale,Strata,307,"10,387",-,Detached House,1,Freehold,13,Outside Central Region,-
DUNSFOLD 18,"4,100,000","4,208.72",974,Aug-25,DUNSFOLD DRIVE,Resale,Strata,391,"10,486",-,Detached House,1,Freehold,13,Outside Central Region,-
BELLAVILLE,"3,838,000","4,413.24",870,Jul-25,SIAK KEW AVENUE,Resale,Strata,410,"9,361",-,Detached House,1,Freehold,13,Rest of Central Region,-
DUNSFOLD 18,"4,180,000","4,230.25",988,May-25,DUNSFOLD DRIVE,Resale,Strata,393,"10,636",-,Detached House,1,Freehold,13,Outside Central Region,-
MATLOCK RESIDENCES,"4,150,000","5,446.58",762,Mar-25,MATLOCK RISE,Resale,Strata,506,"8,202",-,Detached House,1,Freehold,13,Outside Central Region,-
SOMMERVILLE RESIDENCES,"4,000,000","4,402.48",909,Mar-25,SOMMERVILLE WALK,Resale,Strata,409,"9,780",-,Terrace House,1,Freehold,13,Outside Central Region,-
MILFORD VILLAS,"2,950,000","2,594.12","1,137",Jul-24,LORONG SELANGAT,Resale,Strata,241,"12,241",-,Terrace House,1,Freehold,13,Outside Central Region,-
MILFORD VILLAS,"3,150,000","2,572.6","1,224",Jul-24,LORONG SELANGAT,Resale,Strata,239,"13,180",-,Terrace House,1,Freehold,13,Outside Central Region,-
LYNWOOD EIGHT,"3,880,000","5,209.78",745,Apr-24,LYNWOOD GROVE,Resale,Strata,484,"8,017",-,Detached House,1,Freehold,13,Outside Central Region,-
MILFORD VILLAS,"2,960,000","2,572.6","1,151",Mar-24,LORONG SELANGAT,Resale,Strata,239,"12,385",-,Terrace House,1,Freehold,13,Outside Central Region,-
WOLSKEL LODGE,"2,380,000","2,389.61",996,Dec-23,WOLSKEL ROAD,Resale,Strata,222,"10,721",-,Terrace House,1,Freehold,13,Outside Central Region,-
MILFORD VILLAS,"2,850,000","2,680.24","1,063",Oct-23,LORONG SELANGAT,Resale,Strata,249,"11,446",-,Terrace House,1,Freehold,13,Outside Central Region,-
DUNSFOLD 18,"4,180,000","4,660.81",897,Jul-23,DUNSFOLD DRIVE,Resale,Strata,433,"9,654",-,Detached House,1,Freehold,13,Outside Central Region,-
LYNWOOD EIGHT,"3,750,000","6,060.13",619,Jun-23,LYNWOOD GROVE,Resale,Strata,563,"6,661",-,Detached House,1,Freehold,13,Outside Central Region,-
MEDALLION,"3,400,000","3,788.93",897,May-23,BRADDELL ROAD,Resale,Strata,352,"9,659",-,Detached House,1,Freehold,13,Outside Central Region,-
COTSWOLD VILLAS,"3,600,000","4,122.61",873,May-22,COTSWOLD CLOSE,Resale,Strata,383,"9,399",-,Detached House,1,Freehold,13,Outside Central Region,-
FORTUNE VIEW,"2,000,000","1,991.34","1,004",May-22,SOMMERVILLE WALK,Resale,Strata,185,"10,811",-,Terrace House,1,Freehold,13,Outside Central Region,-
SOMMERVILLE RESIDENCES,"3,500,000","4,197.96",834,Apr-22,SOMMERVILLE WALK,Resale,Strata,390,"8,974",-,Terrace House,1,Freehold,13,Outside Central Region,-
DUNSFOLD 18,"4,000,000","4,251.78",941,Apr-22,DUNSFOLD DRIVE,Resale,Strata,395,"10,127",-,Detached House,1,Freehold,13,Outside Central Region,-
COTSWOLD VILLAS,"3,650,000","4,305.6",848,Mar-22,COTSWOLD CLOSE,Resale,Strata,400,"9,125",-,Detached House,1,Freehold,13,Outside Central Region,-
WOLSKEL LODGE,"2,248,000","2,389.61",941,Mar-22,WOLSKEL ROAD,Resale,Strata,222,"10,126",-,Terrace House,1,Freehold,13,Outside Central Region,-
DUNSFOLD 18,"3,318,000","4,208.72",788,Dec-21,DUNSFOLD DRIVE,Resale,Strata,391,"8,486",-,Detached House,1,Freehold,13,Outside Central Region,-
