Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PARKTOWN RESIDENCE,"3,453,000","1,496.2","2,308",Sep-26,TAMPINES STREET 62,New Sale,Strata,139,"24,842",-,Apartment,1,99 years leasehold,18,Outside Central Region,06 to 10
MELVILLE PARK,"900,000",936.47,961,Sep-26,SIMEI STREET 1,Resale,Strata,87,"10,345",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
MELVILLE PARK,"890,000",936.47,950,Sep-26,SIMEI STREET 1,Resale,Strata,87,"10,230",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
D'NEST,"1,180,000",753.48,"1,566",Sep-26,PASIR RIS GROVE,Resale,Strata,70,"16,857",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
RIPPLE BAY,"730,000",484.38,"1,507",Sep-26,PASIR RIS LINK,Resale,Strata,45,"16,222",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
EASTPOINT GREEN,"1,310,000","1,119.46","1,170",Sep-26,SIMEI STREET 3,Resale,Strata,104,"12,596",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
THE TAPESTRY,"2,085,000","1,130.22","1,845",Sep-26,TAMPINES STREET 86,Resale,Strata,105,"19,857",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
WATERVIEW,"1,892,000","1,184.04","1,598",Sep-26,TAMPINES AVENUE 1,Resale,Strata,110,"17,200",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
SEASTRAND,"740,000",581.26,"1,273",Sep-26,PASIR RIS LINK,Resale,Strata,54,"13,704",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE TAPESTRY,"1,788,888",990.29,"1,806",Sep-26,TAMPINES STREET 86,Resale,Strata,92,"19,444",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,688,000",914.94,"1,845",Sep-26,TAMPINES LANE,Resale,Strata,85,"19,859",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
ELIAS GREEN,"1,410,000","1,506.96",936,Sep-26,ELIAS GREEN,Resale,Strata,140,"10,071",-,Condominium,1,99 yrs lease commencing from 1991,18,Outside Central Region,01 to 05
SEA ESTA,"1,580,000","1,130.22","1,398",Sep-26,PASIR RIS LINK,Resale,Strata,105,"15,048",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,978,000","1,033.34","1,914",Sep-26,TAMPINES LANE,Resale,Strata,96,"20,604",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,148,000",678.13,"1,693",Sep-26,TAMPINES LANE,Resale,Strata,63,"18,222",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
COCO PALMS,"2,055,000","1,259.39","1,632",Sep-26,PASIR RIS GROVE,Resale,Strata,117,"17,564",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
RIPPLE BAY,"715,000",484.38,"1,476",Sep-26,PASIR RIS LINK,Resale,Strata,45,"15,889",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
MELVILLE PARK,"945,000",936.47,"1,009",Sep-26,SIMEI STREET 1,Resale,Strata,87,"10,862",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
THE TAPESTRY,"1,228,888",699.66,"1,756",Sep-26,TAMPINES STREET 86,Resale,Strata,65,"18,906",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"1,430,000","1,259.39","1,135",Aug-26,SIMEI RISE,Resale,Strata,117,"12,222",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
EASTPOINT GREEN,"1,420,000","1,302.44","1,090",Aug-26,SIMEI STREET 3,Resale,Strata,121,"11,736",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
D'NEST,"1,403,888",936.47,"1,499",Aug-26,PASIR RIS GROVE,Resale,Strata,87,"16,137",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
D'NEST,"1,150,000",775.01,"1,484",Aug-26,PASIR RIS GROVE,Resale,Strata,72,"15,972",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"1,600,000",914.94,"1,749",Aug-26,TAMPINES LANE,Resale,Strata,85,"18,824",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
MY MANHATTAN,"1,530,000",936.47,"1,634",Aug-26,SIMEI STREET 3,Resale,Strata,87,"17,586",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
D'NEST,"1,430,000",968.76,"1,476",Aug-26,PASIR RIS GROVE,Resale,Strata,90,"15,889",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
MELVILLE PARK,"955,000",990.29,964,Aug-26,SIMEI STREET 1,Resale,Strata,92,"10,380",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
SEA ESTA,"1,800,000","1,216.33","1,480",Aug-26,PASIR RIS LINK,Resale,Strata,113,"15,929",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
SEA ESTA,"696,000",516.67,"1,347",Aug-26,PASIR RIS LINK,Resale,Strata,48,"14,500",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
TROPICAL SPRING,"1,650,000","1,334.74","1,236",Aug-26,SIMEI STREET 4,Resale,Strata,124,"13,306",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
THE TAPESTRY,"2,850,000","1,614.6","1,765",Aug-26,TAMPINES STREET 86,Resale,Strata,150,"19,000",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
Q BAY RESIDENCES,"742,000",527.44,"1,407",Aug-26,TAMPINES STREET 86,Resale,Strata,49,"15,143",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
COCO PALMS,"1,265,000",742.72,"1,703",Aug-26,PASIR RIS GROVE,Resale,Strata,69,"18,333",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
NV RESIDENCES,"765,000",505.91,"1,512",Aug-26,PASIR RIS GROVE,Resale,Strata,47,"16,277",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
D'NEST,"1,090,000",753.48,"1,447",Aug-26,PASIR RIS GROVE,Resale,Strata,70,"15,571",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
RIPPLE BAY,"685,000",484.38,"1,414",Aug-26,PASIR RIS LINK,Resale,Strata,45,"15,222",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"2,790,000","1,323.97","2,107",Aug-26,TAMPINES LANE,Resale,Strata,123,"22,683",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
SEASTRAND,"725,888",570.49,"1,272",Aug-26,PASIR RIS LINK,Resale,Strata,53,"13,696",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,680,000",914.94,"1,836",Aug-26,TAMPINES LANE,Resale,Strata,85,"19,765",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
D'NEST,"1,140,000",753.48,"1,513",Aug-26,PASIR RIS GROVE,Resale,Strata,70,"16,286",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE TAPESTRY,"755,000",473.62,"1,594",Aug-26,TAMPINES STREET 86,Resale,Strata,44,"17,159",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,980,000","1,011.82","1,957",Aug-26,TAMPINES LANE,Resale,Strata,94,"21,064",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
PASIR RIS 8,"1,535,000",775.01,"1,981",Aug-26,PASIR RIS DRIVE 8,Sub Sale,Strata,72,"21,319",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,01 to 05
SEA ESTA,"1,138,000",818.06,"1,391",Aug-26,PASIR RIS LINK,Resale,Strata,76,"14,974",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
D'NEST,"1,150,000",753.48,"1,526",Aug-26,PASIR RIS GROVE,Resale,Strata,70,"16,429",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
DOUBLE BAY RESIDENCES,"2,395,000","1,550.02","1,545",Aug-26,SIMEI STREET 4,Resale,Strata,144,"16,632",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
SEASTRAND,"1,128,000",882.65,"1,278",Aug-26,PASIR RIS LINK,Resale,Strata,82,"13,756",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
D'NEST,"2,200,000","1,410.08","1,560",Aug-26,PASIR RIS GROVE,Resale,Strata,131,"16,794",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
MELVILLE PARK,"924,000",958,965,Aug-26,SIMEI STREET 1,Resale,Strata,89,"10,382",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
PASIR RIS 8,"1,380,000",721.19,"1,914",Aug-26,PASIR RIS DRIVE 8,Sub Sale,Strata,67,"20,597",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"2,700,000","1,323.97","2,039",Aug-26,TAMPINES LANE,Resale,Strata,123,"21,951",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
D'NEST,"2,210,000","1,410.08","1,567",Aug-26,PASIR RIS GROVE,Resale,Strata,131,"16,870",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
EASTPOINT GREEN,"906,888",904.18,"1,003",Aug-26,SIMEI STREET 3,Resale,Strata,84,"10,796",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
LIVIA,"2,180,000","1,539.25","1,416",Aug-26,PASIR RIS GROVE,Resale,Strata,143,"15,245",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE TAPESTRY,"800,000",473.62,"1,689",Aug-26,TAMPINES STREET 86,Resale,Strata,44,"18,182",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"1,135,000",678.13,"1,674",Aug-26,TAMPINES LANE,Resale,Strata,63,"18,016",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
D'NEST,"1,388,000",936.47,"1,482",Aug-26,PASIR RIS GROVE,Resale,Strata,87,"15,954",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
MELVILLE PARK,"930,000","1,001.05",929,Aug-26,SIMEI STREET 1,Resale,Strata,93,"10,000",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
MELVILLE PARK,"1,155,000","1,334.74",865,Aug-26,SIMEI STREET 1,Resale,Strata,124,"9,315",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
THE TAPESTRY,"780,000",473.62,"1,647",Aug-26,TAMPINES STREET 86,Resale,Strata,44,"17,727",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
LIVIA,"2,080,000","1,539.25","1,351",Aug-26,PASIR RIS GROVE,Resale,Strata,143,"14,545",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
THE PALETTE,"1,250,000",753.48,"1,659",Aug-26,PASIR RIS GROVE,Resale,Strata,70,"17,857",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
COCO PALMS,"1,740,018","1,248.62","1,394",Aug-26,PASIR RIS GROVE,Resale,Strata,116,"15,000",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
OASIS @ ELIAS,"1,550,000","1,216.33","1,274",Aug-26,ELIAS ROAD,Resale,Strata,113,"13,717",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE ALPS RESIDENCES,"1,000,000",688.9,"1,452",Aug-26,TAMPINES STREET 86,Resale,Strata,64,"15,625",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
WATERVIEW,"1,820,000","1,184.04","1,537",Aug-26,TAMPINES AVENUE 1,Resale,Strata,110,"16,545",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"1,460,000",936.47,"1,559",Aug-26,TAMPINES STREET 86,Resale,Strata,87,"16,782",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,11 to 15
ELIAS GREEN,"1,610,000","1,614.6",997,Aug-26,ELIAS GREEN,Resale,Strata,150,"10,733",-,Condominium,1,99 yrs lease commencing from 1991,18,Outside Central Region,06 to 10
D'NEST,"685,000",484.38,"1,414",Aug-26,PASIR RIS GROVE,Resale,Strata,45,"15,222",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
COCO PALMS,"2,360,000","1,474.67","1,600",Aug-26,PASIR RIS GROVE,Resale,Strata,137,"17,226",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
COCO PALMS,"2,340,000","1,668.42","1,403",Aug-26,PASIR RIS GROVE,Resale,Strata,155,"15,097",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
THE TAPESTRY,"1,715,000",925.7,"1,853",Aug-26,TAMPINES STREET 86,Resale,Strata,86,"19,942",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
THE TAPESTRY,"735,000",441.32,"1,665",Aug-26,TAMPINES STREET 86,Resale,Strata,41,"17,927",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
THE TAPESTRY,"1,750,000",990.29,"1,767",Aug-26,TAMPINES STREET 86,Resale,Strata,92,"19,022",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
COCO PALMS,"1,615,000",904.18,"1,786",Aug-26,PASIR RIS GROVE,Resale,Strata,84,"19,226",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE SANTORINI,"1,100,000",742.72,"1,481",Aug-26,TAMPINES STREET 86,Resale,Strata,69,"15,942",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
LIVIA,"2,200,000","1,539.25","1,429",Aug-26,PASIR RIS GROVE,Resale,Strata,143,"15,385",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
D'NEST,"695,000",484.38,"1,435",Aug-26,PASIR RIS GROVE,Resale,Strata,45,"15,444",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,000,000",581.26,"1,720",Aug-26,TAMPINES LANE,Resale,Strata,54,"18,519",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
VUE 8 RESIDENCE,"1,200,000",796.54,"1,507",Aug-26,PASIR RIS HEIGHTS,Resale,Strata,74,"16,216",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
TROPICAL SPRING,"1,420,000","1,076.4","1,319",Aug-26,SIMEI STREET 4,Resale,Strata,100,"14,200",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,06 to 10
D'NEST,"1,495,000",968.76,"1,543",Aug-26,PASIR RIS GROVE,Resale,Strata,90,"16,611",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE TAPESTRY,"1,036,000",602.78,"1,719",Aug-26,TAMPINES STREET 86,Resale,Strata,56,"18,500",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
COCO PALMS,"2,350,000","1,377.79","1,706",Aug-26,PASIR RIS GROVE,Resale,Strata,128,"18,359",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
MELVILLE PARK,"925,000",958,966,Aug-26,SIMEI STREET 1,Resale,Strata,89,"10,393",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
COCO PALMS,"818,000",462.85,"1,767",Aug-26,PASIR RIS GROVE,Resale,Strata,43,"19,023",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
DOUBLE BAY RESIDENCES,"2,150,000","1,969.81","1,091",Aug-26,SIMEI STREET 4,Resale,Strata,183,"11,749",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
SAVANNAH CONDOPARK,"1,700,000","1,754.53",969,Aug-26,SIMEI RISE,Resale,Strata,163,"10,429",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
D'NEST,"1,433,888",947.23,"1,514",Aug-26,PASIR RIS GROVE,Resale,Strata,88,"16,294",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE PALETTE,"2,200,000","1,377.79","1,597",Aug-26,PASIR RIS GROVE,Resale,Strata,128,"17,188",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"1,068,000",699.66,"1,526",Aug-26,TAMPINES STREET 86,Resale,Strata,65,"16,431",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
D'NEST,"1,390,000",936.47,"1,484",Jul-26,PASIR RIS GROVE,Resale,Strata,87,"15,977",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
STRATUM,"2,080,000","1,636.13","1,271",Jul-26,ELIAS ROAD,Resale,Strata,152,"13,684",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
RIPPLE BAY,"770,000",538.2,"1,431",Jul-26,PASIR RIS LINK,Resale,Strata,50,"15,400",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
STRATUM,"1,490,000","1,097.93","1,357",Jul-26,ELIAS ROAD,Resale,Strata,102,"14,608",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
STRATUM,"2,200,000","1,722.24","1,277",Jul-26,ELIAS ROAD,Resale,Strata,160,"13,750",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
OASIS @ ELIAS,"1,500,000","1,216.33","1,233",Jul-26,ELIAS ROAD,Resale,Strata,113,"13,274",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
COCO PALMS,"1,281,800",753.48,"1,701",Jul-26,PASIR RIS GROVE,Resale,Strata,70,"18,311",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
Q BAY RESIDENCES,"1,880,000","1,119.46","1,679",Jul-26,TAMPINES STREET 86,Resale,Strata,104,"18,077",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
THE ALPS RESIDENCES,"1,088,888",699.66,"1,556",Jul-26,TAMPINES STREET 86,Resale,Strata,65,"16,752",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,11 to 15
PASIR RIS 8,"1,615,888",775.01,"2,085",Jul-26,PASIR RIS DRIVE 8,Sub Sale,Strata,72,"22,443",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,06 to 10
SEASTRAND,"1,312,000",990.29,"1,325",Jul-26,PASIR RIS LINK,Resale,Strata,92,"14,261",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
THE SANTORINI,"1,250,000",914.94,"1,366",Jul-26,TAMPINES STREET 86,Resale,Strata,85,"14,706",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
D'NEST,"1,970,000","1,270.15","1,551",Jul-26,PASIR RIS GROVE,Resale,Strata,118,"16,695",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
PARKTOWN RESIDENCE,"2,605,000","1,162.51","2,241",Jul-26,TAMPINES STREET 62,New Sale,Strata,108,"24,120",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,01 to 05
MELVILLE PARK,"935,000",958,976,Jul-26,SIMEI STREET 1,Resale,Strata,89,"10,506",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,140,000",678.13,"1,681",Jul-26,TAMPINES LANE,Resale,Strata,63,"18,095",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
LIVIA,"1,750,000","1,323.97","1,322",Jul-26,PASIR RIS GROVE,Resale,Strata,123,"14,228",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,160,000",678.13,"1,711",Jul-26,TAMPINES LANE,Resale,Strata,63,"18,413",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
COCO PALMS,"1,930,000","1,151.75","1,676",Jul-26,PASIR RIS GROVE,Resale,Strata,107,"18,037",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,16 to 20
TREASURE AT TAMPINES,"1,200,000",678.13,"1,770",Jul-26,TAMPINES LANE,Resale,Strata,63,"19,048",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
MELVILLE PARK,"891,000",936.47,951,Jul-26,SIMEI STREET 1,Resale,Strata,87,"10,241",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
PARKTOWN RESIDENCE,"2,653,000","1,184.04","2,241",Jul-26,TAMPINES STREET 62,New Sale,Strata,110,"24,118",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,668,000",914.94,"1,823",Jul-26,TAMPINES LANE,Resale,Strata,85,"19,624",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
LIVIA,"1,780,000","1,345.5","1,323",Jul-26,PASIR RIS GROVE,Resale,Strata,125,"14,240",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
D'NEST,"1,050,000",753.48,"1,394",Jul-26,PASIR RIS GROVE,Resale,Strata,70,"15,000",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
SAVANNAH CONDOPARK,"1,540,888","1,227.1","1,256",Jul-26,SIMEI RISE,Resale,Strata,114,"13,517",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
MODENA,"1,230,000",968.76,"1,270",Jul-26,SIMEI STREET 4,Resale,Strata,90,"13,667",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,840,000","1,033.34","1,781",Jul-26,TAMPINES LANE,Resale,Strata,96,"19,167",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE SANTORINI,"1,100,000",731.95,"1,503",Jul-26,TAMPINES STREET 86,Resale,Strata,68,"16,176",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
THE ALPS RESIDENCES,"1,095,000",699.66,"1,565",Jul-26,TAMPINES STREET 86,Resale,Strata,65,"16,846",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,11 to 15
EASTPOINT GREEN,"1,500,000","1,140.98","1,315",Jul-26,SIMEI STREET 3,Resale,Strata,106,"14,151",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
THE ALPS RESIDENCES,"1,422,888",936.47,"1,519",Jul-26,TAMPINES STREET 86,Resale,Strata,87,"16,355",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
WATERVIEW,"1,820,000","1,140.98","1,595",Jul-26,TAMPINES AVENUE 1,Resale,Strata,106,"17,170",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
NV RESIDENCES,"2,080,000","1,453.14","1,431",Jul-26,PASIR RIS GROVE,Resale,Strata,135,"15,407",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
THE PALETTE,"1,838,000","1,162.51","1,581",Jul-26,PASIR RIS GROVE,Resale,Strata,108,"17,019",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
MY MANHATTAN,"1,480,000",936.47,"1,580",Jul-26,SIMEI STREET 3,Resale,Strata,87,"17,011",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE TROPICA,"1,573,888","1,227.1","1,283",Jul-26,TAMPINES AVENUE 1,Resale,Strata,114,"13,806",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
LIVIA,"2,268,888","1,539.25","1,474",Jul-26,PASIR RIS GROVE,Resale,Strata,143,"15,866",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE PALETTE,"1,776,000","1,065.64","1,667",Jul-26,PASIR RIS GROVE,Resale,Strata,99,"17,939",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
RIPPLE BAY,"1,038,000",775.01,"1,339",Jul-26,PASIR RIS LINK,Resale,Strata,72,"14,417",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
LIVIA,"2,260,000","1,539.25","1,468",Jul-26,PASIR RIS GROVE,Resale,Strata,143,"15,804",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
D'NEST,"3,400,000","2,723.29","1,248",Jul-26,PASIR RIS GROVE,Resale,Strata,253,"13,439",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
