Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE ALCOVE,"1,680,000","1,431.61","1,174",Sep-26,LORONG 27 GEYLANG,Resale,Strata,133,"12,632",-,Apartment,1,99 yrs lease commencing from 2000,14,Rest of Central Region,01 to 05
SUNFLOWER REGENCY,"1,230,000","1,151.75","1,068",Sep-26,LORONG 20 GEYLANG,Resale,Strata,107,"11,495",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
REZI 35,"2,550,000","1,646.89","1,548",Sep-26,LORONG 35 GEYLANG,Resale,Strata,153,"16,667",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
ASTORIA PARK,"1,250,000",850.36,"1,470",Sep-26,LORONG MYDIN,Resale,Strata,79,"15,823",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
TRE RESIDENCES,"1,720,000",861.12,"1,997",Sep-26,GEYLANG EAST AVENUE 1,Resale,Strata,80,"21,500",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
VACANZA @ EAST,"1,718,000","1,022.58","1,680",Sep-26,LENGKONG TUJOH,Resale,Strata,95,"18,084",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
WINDY HEIGHTS,"3,620,000","2,475.72","1,462",Sep-26,JALAN DAUD,Resale,Strata,230,"15,739",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15
PARC ESTA,"1,580,000",635.08,"2,488",Sep-26,SIMS AVENUE,Resale,Strata,59,"26,780",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
SIMS URBAN OASIS,"1,800,000",958,"1,879",Sep-26,SIMS DRIVE,Resale,Strata,89,"20,225",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
REGAL 35,"2,750,000","2,787.88",986,Sep-26,LORONG 35 GEYLANG,Resale,Strata,259,"10,618",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
GUILLEMARD SUITES,"1,700,000","1,119.46","1,519",Sep-26,GUILLEMARD ROAD,Resale,Strata,104,"16,346",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SIMS URBAN OASIS,"778,888",409.03,"1,904",Sep-26,SIMS DRIVE,Resale,Strata,38,"20,497",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
SIMS URBAN OASIS,"1,255,000",667.37,"1,881",Sep-26,SIMS DRIVE,Resale,Strata,62,"20,242",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
URBAN TREASURES,"830,000",452.09,"1,836",Sep-26,JALAN EUNOS,Resale,Strata,42,"19,762",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
URBAN TREASURES,"1,480,000",699.66,"2,115",Sep-26,JALAN EUNOS,Resale,Strata,65,"22,769",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15
SIMS URBAN OASIS,"1,260,000",667.37,"1,888",Aug-26,SIMS DRIVE,Resale,Strata,62,"20,323",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
VACANZA @ EAST,"860,000",559.73,"1,536",Aug-26,LENGKONG TUJOH,Resale,Strata,52,"16,538",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15
THE TRUMPS,"900,000",645.84,"1,394",Aug-26,JALAN KEMBANGAN,Resale,Strata,60,"15,000",-,Condominium,1,99 yrs lease commencing from 2000,14,Outside Central Region,01 to 05
ESTA RUBY,"2,034,000","1,130.22","1,800",Aug-26,GUILLEMARD ROAD,Resale,Strata,105,"19,371",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
