Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
COSTA DEL SOL,"2,870,000","1,474.67","1,946",Jul-26,BAYSHORE ROAD,Resale,Strata,137,"20,949",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
TANAMERA CREST,"2,100,000","1,969.81","1,066",Jul-26,PARI DEDAP WALK,Resale,Strata,183,"11,475",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,11 to 15
URBAN VISTA,"1,830,000","1,334.74","1,371",Jul-26,TANAH MERAH KECHIL LINK,Resale,Strata,124,"14,758",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
URBAN VISTA,"1,400,888",850.36,"1,647",Jul-26,TANAH MERAH KECHIL LINK,Resale,Strata,79,"17,733",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
ECO,"1,380,000",839.59,"1,644",Jul-26,BEDOK SOUTH AVENUE 3,Resale,Strata,78,"17,692",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
CASCADALE,"1,850,000","1,614.6","1,146",Jul-26,UPPER CHANGI ROAD EAST,Resale,Strata,150,"12,333",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
WATERFRONT KEY,"2,368,000","1,313.21","1,803",Jul-26,BEDOK RESERVOIR ROAD,Resale,Strata,122,"19,410",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05
VELA BAY,"3,287,000","1,173.28","2,802",Jul-26,BAYSHORE WALK,New Sale,Strata,109,"30,156",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,06 to 10
UBER 388,"1,108,000",592.02,"1,872",Jul-26,UPPER EAST COAST ROAD,Resale,Strata,55,"20,145",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
COSTA DEL SOL,"2,870,000","1,474.67","1,946",Jul-26,BAYSHORE ROAD,Resale,Strata,137,"20,949",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
THE BAYSHORE,"1,430,000",979.52,"1,460",Jul-26,BAYSHORE ROAD,Resale,Strata,91,"15,714",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,26 to 30
WATERFRONT GOLD,"2,460,000","1,377.79","1,785",Jul-26,BEDOK RESERVOIR ROAD,Resale,Strata,128,"19,219",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
VELA BAY,"2,030,000",688.9,"2,947",Jul-26,BAYSHORE WALK,New Sale,Strata,64,"31,719",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,21 to 25
THE BAYSHORE,"1,170,000",947.23,"1,235",Jul-26,BAYSHORE ROAD,Resale,Strata,88,"13,295",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,01 to 05
SKY EDEN@BEDOK,"2,258,000",893.41,"2,527",Jul-26,BEDOK CENTRAL,Sub Sale,Strata,83,"27,205",-,Apartment,1,99 yrs lease commencing from 2022,16,Outside Central Region,11 to 15
BEDOK RESIDENCES,"1,650,000","1,054.87","1,564",Jul-26,BEDOK NORTH DRIVE,Resale,Strata,98,"16,837",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
VELA BAY,"1,348,000",484.38,"2,783",Jul-26,BAYSHORE WALK,New Sale,Strata,45,"29,956",-,Apartment,1,99 years leasehold,16,Outside Central Region,06 to 10
VELA BAY,"2,579,000",882.65,"2,922",Jul-26,BAYSHORE WALK,New Sale,Strata,82,"31,451",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,21 to 25
VELA BAY,"2,428,000",882.65,"2,751",Jul-26,BAYSHORE WALK,New Sale,Strata,82,"29,610",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,01 to 05
URBAN VISTA,"915,000",559.73,"1,635",Jul-26,TANAH MERAH KECHIL LINK,Resale,Strata,52,"17,596",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
URBAN VISTA,"975,000",602.78,"1,617",Jul-26,TANAH MERAH KECHIL LINK,Resale,Strata,56,"17,411",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
THE BAYSHORE,"1,400,000",947.23,"1,478",Jul-26,BAYSHORE ROAD,Resale,Strata,88,"15,909",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,01 to 05
VELA BAY,"1,675,000",592.02,"2,829",Jul-26,BAYSHORE WALK,New Sale,Strata,55,"30,455",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,21 to 25
VELA BAY,"1,690,000",592.02,"2,855",Jul-26,BAYSHORE WALK,New Sale,Strata,55,"30,727",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,21 to 25
WATERFRONT ISLE,"1,450,000",904.18,"1,604",Jul-26,BEDOK RESERVOIR ROAD,Resale,Strata,84,"17,262",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
AQUARIUS BY THE PARK,"1,700,000","1,227.1","1,385",Jul-26,BEDOK RESERVOIR VIEW,Resale,Strata,114,"14,912",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,11 to 15
FAIRMOUNT CONDOMINIUM,"1,918,000","1,959.05",979,Jul-26,EASTWOOD ROAD,Resale,Strata,182,"10,538",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
CHANGI GREEN,"1,308,888","1,001.05","1,308",Jul-26,UPPER CHANGI ROAD EAST,Resale,Strata,93,"14,074",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE CLEARWATER,"2,050,000","1,388.56","1,476",Jul-26,BEDOK RESERVOIR VIEW,Resale,Strata,129,"15,891",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,11 to 15
AQUARIUS BY THE PARK,"1,300,000","1,097.93","1,184",Jul-26,BEDOK RESERVOIR VIEW,Resale,Strata,102,"12,745",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
THE GLADES,"1,345,000",721.19,"1,865",Jul-26,BEDOK RISE,Resale,Strata,67,"20,075",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
EAST MEADOWS,"1,400,000","1,248.62","1,121",Jul-26,TANAH MERAH KECHIL ROAD,Resale,Strata,116,"12,069",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
VELA BAY,"2,024,000",688.9,"2,938",Jul-26,BAYSHORE WALK,New Sale,Strata,64,"31,625",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,21 to 25
THE BAYSHORE,"1,745,000","1,184.04","1,474",Jul-26,BAYSHORE ROAD,Resale,Strata,110,"15,864",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,16 to 20
BEDOK COURT,"2,330,000","2,271.2","1,026",Jul-26,BEDOK SOUTH AVENUE 3,Resale,Strata,211,"11,043",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
COUNTRY PARK CONDOMINIUM,"2,650,000","1,313.21","2,018",Jul-26,BEDOK ROAD,Resale,Strata,122,"21,721",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE BAYSHORE,"1,201,000",925.7,"1,297",Jul-26,BAYSHORE ROAD,Resale,Strata,86,"13,965",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,01 to 05
WATERFRONT ISLE,"850,000",581.26,"1,462",Jul-26,BEDOK RESERVOIR ROAD,Resale,Strata,54,"15,741",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
THE BAYSHORE,"1,250,000","1,001.05","1,249",Jul-26,BAYSHORE ROAD,Resale,Strata,93,"13,441",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,01 to 05
BAYSHORE PARK,"1,050,000",936.47,"1,121",Jul-26,BAYSHORE ROAD,Resale,Strata,87,"12,069",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
SCENECA RESIDENCE,"1,750,000",753.48,"2,323",Jul-26,TANAH MERAH KECHIL LINK,Sub Sale,Strata,70,"25,000",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,06 to 10
THE GLADES,"1,550,000",839.59,"1,846",Jul-26,BEDOK RISE,Resale,Strata,78,"19,872",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,11 to 15
EAST MEADOWS,"1,430,000","1,194.8","1,197",Jul-26,TANAH MERAH KECHIL ROAD,Resale,Strata,111,"12,883",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
COSTA DEL SOL,"2,480,000","1,323.97","1,873",Jul-26,BAYSHORE ROAD,Resale,Strata,123,"20,163",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,16 to 20
