Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ELTA,"3,396,000","1,313.21","2,586",Sep-26,CLEMENTI AVENUE 1,New Sale,Strata,122,"27,836",-,Apartment,1,99 years leasehold,05,Outside Central Region,16 to 20
HUDSON PLACE RESIDENCES,"1,594,000",645.84,"2,468",Sep-26,MEDIA CIRCLE,New Sale,Strata,60,"26,567",-,Apartment,1,99 yrs lease commencing from 2025,05,Rest of Central Region,01 to 05
ONE-NORTH EDEN,"1,860,000",764.24,"2,434",Sep-26,SLIM BARRACKS RISE,Resale,Strata,71,"26,197",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
WHISTLER GRAND,"1,241,000",613.55,"2,023",Sep-26,WEST COAST VALE,Resale,Strata,57,"21,772",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,31 to 35
NORMANTON PARK,"2,233,000","1,087.16","2,054",Sep-26,NORMANTON PARK,Resale,Strata,101,"22,109",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
PARC CLEMATIS,"1,420,000",688.9,"2,061",Sep-26,JALAN LEMPENG,Resale,Strata,64,"22,188",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
TERRA HILL,"4,623,000","1,894.46","2,440",Sep-26,YEW SIANG ROAD,New Sale,Strata,176,"26,267",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE HILLSHORE,"2,550,000","1,087.16","2,346",Sep-26,PASIR PANJANG ROAD,New Sale,Strata,101,"25,248",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
WHISTLER GRAND,"2,100,000",990.29,"2,121",Sep-26,WEST COAST VALE,Resale,Strata,92,"22,826",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
SEAHILL,"955,000",635.08,"1,504",Sep-26,WEST COAST CRESCENT,Resale,Strata,59,"16,186",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
ELTA,"3,506,000","1,313.21","2,670",Sep-26,CLEMENTI AVENUE 1,New Sale,Strata,122,"28,738",-,Apartment,1,99 years leasehold,05,Outside Central Region,31 to 35
REGENT PARK,"1,630,000","1,130.22","1,442",Sep-26,JALAN LEMPENG,Resale,Strata,105,"15,524",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,01 to 05
SEAHILL,"1,450,000",861.12,"1,684",Sep-26,WEST COAST CRESCENT,Resale,Strata,80,"18,125",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
TERRA HILL,"4,653,000","1,894.46","2,456",Sep-26,YEW SIANG ROAD,New Sale,Strata,176,"26,438",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"4,736,000","1,894.46","2,500",Sep-26,YEW SIANG ROAD,New Sale,Strata,176,"26,909",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"4,623,000","1,894.46","2,440",Sep-26,YEW SIANG ROAD,New Sale,Strata,176,"26,267",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"4,820,000","1,894.46","2,544",Sep-26,YEW SIANG ROAD,New Sale,Strata,176,"27,386",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"4,816,000","2,142.04","2,248",Sep-26,YEW SIANG ROAD,New Sale,Strata,199,"24,201",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
CLAVON,"1,045,000",527.44,"1,981",Sep-26,CLEMENTI AVENUE 1,Resale,Strata,49,"21,327",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
CARABELLE,"2,930,000","1,819.12","1,611",Sep-26,WEST COAST WAY,Resale,Strata,169,"17,337",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
PARC RIVIERA,"780,000",462.85,"1,685",Sep-26,WEST COAST VALE,Resale,Strata,43,"18,140",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
ELTA,"4,098,000","1,776.06","2,307",Sep-26,CLEMENTI AVENUE 1,New Sale,Strata,165,"24,836",-,Apartment,1,99 yrs lease commencing from 2024,05,Outside Central Region,11 to 15
TERRA HILL,"3,791,000","1,829.88","2,072",Sep-26,YEW SIANG ROAD,New Sale,Strata,170,"22,300",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"4,540,000","1,894.46","2,396",Sep-26,YEW SIANG ROAD,New Sale,Strata,176,"25,795",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"4,623,000","1,894.46","2,440",Sep-26,YEW SIANG ROAD,New Sale,Strata,176,"26,267",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"4,738,000","1,894.46","2,501",Sep-26,YEW SIANG ROAD,New Sale,Strata,176,"26,920",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"2,725,000","1,334.74","2,042",Sep-26,YEW SIANG ROAD,New Sale,Strata,124,"21,976",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TERRA HILL,"2,460,000","1,248.62","1,970",Sep-26,YEW SIANG ROAD,New Sale,Strata,116,"21,207",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
