Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
DAINTREE RESIDENCE,"1,620,000",775.01,"2,090",Sep-26,TOH TUCK ROAD,Resale,Strata,72,"22,500",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
PINETREE HILL,"6,800,000","2,873.99","2,366",Sep-26,PINE GROVE,New Sale,Strata,267,"25,468",-,Condominium,1,99 years leasehold,21,Rest of Central Region,21 to 25
SOUTHAVEN II,"3,900,000","3,788.93","1,029",Sep-26,HINDHEDE WALK,Resale,Strata,352,"11,080",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10
SYMPHONY HEIGHTS,"1,770,000",914.94,"1,935",Sep-26,HUME AVENUE,Resale,Strata,85,"20,824",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
THE SEN,"1,804,000",764.24,"2,361",Sep-26,JALAN JURONG KECHIL,New Sale,Strata,71,"25,408",-,Condominium,1,99 years leasehold,21,Rest of Central Region,01 to 05
THE SEN,"1,995,000",871.88,"2,288",Sep-26,JALAN JURONG KECHIL,New Sale,Strata,81,"24,630",-,Condominium,1,99 years leasehold,21,Rest of Central Region,01 to 05
THE SEN,"2,645,000","1,108.69","2,386",Sep-26,JALAN JURONG KECHIL,New Sale,Strata,103,"25,680",-,Condominium,1,99 years leasehold,21,Rest of Central Region,06 to 10
SOUTHAVEN II,"2,680,000","1,539.25","1,741",Sep-26,HINDHEDE WALK,Resale,Strata,143,"18,741",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10
FORETT@BUKIT TIMAH,"4,500,000","1,883.7","2,389",Sep-26,TOH TUCK ROAD,Resale,Strata,175,"25,714",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10
8@BT,"3,661,000","1,356.26","2,699",Sep-26,BUKIT TIMAH LINK,New Sale,Strata,126,"29,056",-,Condominium,1,99 years leasehold,21,Rest of Central Region,11 to 15
8@BT,"3,676,000","1,356.26","2,710",Sep-26,BUKIT TIMAH LINK,New Sale,Strata,126,"29,175",-,Condominium,1,99 years leasehold,21,Rest of Central Region,11 to 15
SUITES AT BUKIT TIMAH,"870,000",516.67,"1,684",Sep-26,JALAN JURONG KECHIL,Resale,Strata,48,"18,125",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
FLORIDIAN,"2,450,000",936.47,"2,616",Sep-26,BUKIT TIMAH ROAD,Resale,Strata,87,"28,161",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
HUME PARK I,"1,530,000",904.18,"1,692",Sep-26,HUME AVENUE,Resale,Strata,84,"18,214",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
DAINTREE RESIDENCE,"1,500,000",742.72,"2,020",Sep-26,TOH TUCK ROAD,Resale,Strata,69,"21,739",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
8@BT,"1,892,000",624.31,"3,031",Sep-26,BUKIT TIMAH LINK,New Sale,Strata,58,"32,621",-,Condominium,1,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20
THE SEN,"1,639,000",678.13,"2,417",Sep-26,JALAN JURONG KECHIL,New Sale,Strata,63,"26,016",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
THE SEN,"1,730,000",731.95,"2,364",Sep-26,JALAN JURONG KECHIL,New Sale,Strata,68,"25,441",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
THE SEN,"1,668,000",678.13,"2,460",Sep-26,JALAN JURONG KECHIL,New Sale,Strata,63,"26,476",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,06 to 10
THE SEN,"1,717,000",764.24,"2,247",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,71,"24,183",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
THE SEN,"2,015,000",871.88,"2,311",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,81,"24,877",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
THE SEN,"1,636,000",678.13,"2,413",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,63,"25,968",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,06 to 10
VERDALE,"1,225,000",613.55,"1,997",Aug-26,DE SOUZA AVENUE,Resale,Strata,57,"21,491",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
THE RESERVE RESIDENCES,"1,498,000",613.55,"2,442",Aug-26,JALAN ANAK BUKIT,Sub Sale,Strata,57,"26,281",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
MAYFAIR MODERN,"1,508,000",688.9,"2,189",Aug-26,RIFLE RANGE ROAD,Resale,Strata,64,"23,563",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
THE HILLSIDE,"5,180,000","2,647.94","1,956",Aug-26,UPPER BUKIT TIMAH ROAD,Resale,Strata,246,"21,057",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
THE RAINTREE,"1,900,000","1,302.44","1,459",Aug-26,BUKIT DRIVE,Resale,Strata,121,"15,702",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,01 to 05
THE SEN,"1,629,000",678.13,"2,402",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,63,"25,857",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
VERDALE,"1,430,000",753.48,"1,898",Aug-26,DE SOUZA AVENUE,Resale,Strata,70,"20,429",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
THE SEN,"2,539,000","1,108.69","2,290",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,103,"24,650",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
THE RESERVE RESIDENCES,"1,570,000",613.55,"2,559",Aug-26,JALAN ANAK BUKIT,Sub Sale,Strata,57,"27,544",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
FORETT@BUKIT TIMAH,"1,725,000",904.18,"1,908",Aug-26,TOH TUCK ROAD,Resale,Strata,84,"20,536",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE SEN,"1,644,000",678.13,"2,424",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,63,"26,095",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
SYMPHONY HEIGHTS,"2,620,000","1,539.25","1,702",Aug-26,HUME AVENUE,Resale,Strata,143,"18,322",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
THE CREEK @ BUKIT,"1,900,000",925.7,"2,052",Aug-26,TOH TUCK ROAD,Resale,Strata,86,"22,093",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE CASCADIA,"2,038,800",882.65,"2,310",Aug-26,BUKIT TIMAH ROAD,Resale,Strata,82,"24,863",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
TERRENE AT BUKIT TIMAH,"2,388,000","1,108.69","2,154",Aug-26,JALAN JURONG KECHIL,Resale,Strata,103,"23,184",-,Condominium,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
FORETT@BUKIT TIMAH,"1,290,000",570.49,"2,261",Aug-26,TOH TUCK ROAD,Resale,Strata,53,"24,340",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"2,290,000","1,054.87","2,171",Aug-26,TOH TUCK ROAD,Resale,Strata,98,"23,367",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
ASTOR GREEN,"2,250,000","1,528.49","1,472",Aug-26,PINE GROVE,Resale,Strata,142,"15,845",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,11 to 15
SYMPHONY HEIGHTS,"1,850,000","1,151.75","1,606",Aug-26,HUME AVENUE,Resale,Strata,107,"17,290",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
VERDALE,"1,280,000",710.42,"1,802",Aug-26,DE SOUZA AVENUE,Resale,Strata,66,"19,394",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
PINETREE HILL,"1,260,000",538.2,"2,341",Aug-26,PINE GROVE,Sub Sale,Strata,50,"25,200",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,01 to 05
VERDALE,"1,400,000",731.95,"1,913",Aug-26,DE SOUZA AVENUE,Resale,Strata,68,"20,588",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
THE HILLFORD,"680,000",398.27,"1,707",Aug-26,JALAN JURONG KECHIL,Resale,Strata,37,"18,378",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
SOUTHAVEN II,"2,650,000","1,539.25","1,722",Aug-26,HINDHEDE WALK,Resale,Strata,143,"18,531",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05
THE RAINTREE,"1,999,000","1,485.43","1,346",Aug-26,BUKIT DRIVE,Resale,Strata,138,"14,486",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,01 to 05
DAINTREE RESIDENCE,"1,470,000",742.72,"1,979",Aug-26,TOH TUCK ROAD,Resale,Strata,69,"21,304",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
JARDIN,"2,050,000","1,044.11","1,963",Aug-26,DUNEARN ROAD,Resale,Strata,97,"21,134",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE SEN,"2,523,000","1,108.69","2,276",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,103,"24,495",-,Condominium,1,99 years leasehold,21,Rest of Central Region,01 to 05
THE SEN,"2,543,000","1,108.69","2,294",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,103,"24,689",-,Condominium,1,99 years leasehold,21,Rest of Central Region,01 to 05
HIGH OAK CONDOMINIUM,"1,620,000","1,151.75","1,407",Aug-26,TOH TUCK ROAD,Resale,Strata,107,"15,140",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
THE RAINTREE,"2,020,000","1,334.74","1,513",Aug-26,BUKIT DRIVE,Resale,Strata,124,"16,290",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,06 to 10
MAPLE WOODS,"3,010,000","1,323.97","2,273",Aug-26,BUKIT TIMAH ROAD,Resale,Strata,123,"24,472",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE HILLSIDE,"2,318,000","1,302.44","1,780",Aug-26,UPPER BUKIT TIMAH ROAD,Resale,Strata,121,"19,157",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
VERDALE,"1,225,000",613.55,"1,997",Aug-26,DE SOUZA AVENUE,Resale,Strata,57,"21,491",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
THE SEN,"2,600,000","1,108.69","2,345",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,103,"25,243",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,06 to 10
SIGNATURE PARK,"2,500,000","1,388.56","1,800",Aug-26,TOH TUCK ROAD,Resale,Strata,129,"19,380",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
FORETT@BUKIT TIMAH,"1,698,000",731.95,"2,320",Aug-26,TOH TUCK ROAD,Resale,Strata,68,"24,971",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE LINQ @ BEAUTY WORLD,"1,600,000",613.55,"2,608",Aug-26,UPPER BUKIT TIMAH ROAD,Sub Sale,Strata,57,"28,070",-,Apartment,1,Freehold,21,Rest of Central Region,16 to 20
SIGNATURE PARK,"2,590,000","1,399.32","1,851",Aug-26,TOH TUCK ROAD,Resale,Strata,130,"19,923",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE SEN,"2,472,000","1,108.69","2,230",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,103,"24,000",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
THE SEN,"2,193,000",936.47,"2,342",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,87,"25,207",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
THE SEN,"2,549,000","1,108.69","2,299",Aug-26,JALAN JURONG KECHIL,New Sale,Strata,103,"24,748",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
8@BT,"2,182,000",731.95,"2,981",Aug-26,BUKIT TIMAH LINK,New Sale,Strata,68,"32,088",-,Condominium,1,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20
JARDIN,"2,100,000","1,259.39","1,667",Aug-26,DUNEARN ROAD,Resale,Strata,117,"17,949",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE SEN,"2,094,500",871.88,"2,402",Jul-26,JALAN JURONG KECHIL,New Sale,Strata,81,"25,858",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
PARC PALAIS,"2,620,000","1,485.43","1,764",Jul-26,HUME AVENUE,Resale,Strata,138,"18,986",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"2,950,000","1,248.62","2,363",Jul-26,BROOKVALE DRIVE,Sub Sale,Strata,116,"25,431",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05
FORETT@BUKIT TIMAH,"1,670,000",721.19,"2,316",Jul-26,TOH TUCK ROAD,Resale,Strata,67,"24,925",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE SEN,"2,518,000","1,108.69","2,271",Jul-26,JALAN JURONG KECHIL,New Sale,Strata,103,"24,447",-,Condominium,1,99 yrs lease commencing from 2025,21,Rest of Central Region,01 to 05
8@BT,"2,084,000",731.95,"2,847",Jul-26,BUKIT TIMAH LINK,New Sale,Strata,68,"30,647",-,Condominium,1,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15
FLORIDIAN,"2,035,000",839.59,"2,424",Jul-26,BUKIT TIMAH ROAD,Resale,Strata,78,"26,090",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
HIGH OAK CONDOMINIUM,"1,680,000","1,184.04","1,419",Jul-26,TOH TUCK ROAD,Resale,Strata,110,"15,273",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
TERRENE AT BUKIT TIMAH,"3,500,000","2,088.22","1,676",Jul-26,JALAN JURONG KECHIL,Resale,Strata,194,"18,041",-,Condominium,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
