Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
VELA BAY,"2,579,000",882.65,"2,922",Jul-26,BAYSHORE WALK,New Sale,Strata,82,"31,451",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,21 to 25
VELA BAY,"2,428,000",882.65,"2,751",Jul-26,BAYSHORE WALK,New Sale,Strata,82,"29,610",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,01 to 05
URBAN VISTA,"915,000",559.73,"1,635",Jul-26,TANAH MERAH KECHIL LINK,Resale,Strata,52,"17,596",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
THE BAYSHORE,"1,400,000",947.23,"1,478",Jul-26,BAYSHORE ROAD,Resale,Strata,88,"15,909",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,01 to 05
VELA BAY,"1,675,000",592.02,"2,829",Jul-26,BAYSHORE WALK,New Sale,Strata,55,"30,455",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,21 to 25
VELA BAY,"1,690,000",592.02,"2,855",Jul-26,BAYSHORE WALK,New Sale,Strata,55,"30,727",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,21 to 25
WATERFRONT ISLE,"1,450,000",904.18,"1,604",Jul-26,BEDOK RESERVOIR ROAD,Resale,Strata,84,"17,262",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
AQUARIUS BY THE PARK,"1,700,000","1,227.1","1,385",Jul-26,BEDOK RESERVOIR VIEW,Resale,Strata,114,"14,912",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,11 to 15
FAIRMOUNT CONDOMINIUM,"1,918,000","1,959.05",979,Jul-26,EASTWOOD ROAD,Resale,Strata,182,"10,538",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
CHANGI GREEN,"1,308,888","1,001.05","1,308",Jul-26,UPPER CHANGI ROAD EAST,Resale,Strata,93,"14,074",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE CLEARWATER,"2,050,000","1,388.56","1,476",Jul-26,BEDOK RESERVOIR VIEW,Resale,Strata,129,"15,891",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,11 to 15
AQUARIUS BY THE PARK,"1,300,000","1,097.93","1,184",Jul-26,BEDOK RESERVOIR VIEW,Resale,Strata,102,"12,745",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
THE GLADES,"1,345,000",721.19,"1,865",Jul-26,BEDOK RISE,Resale,Strata,67,"20,075",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
EAST MEADOWS,"1,400,000","1,248.62","1,121",Jul-26,TANAH MERAH KECHIL ROAD,Resale,Strata,116,"12,069",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
VELA BAY,"2,024,000",688.9,"2,938",Jul-26,BAYSHORE WALK,New Sale,Strata,64,"31,625",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,21 to 25
BEDOK COURT,"2,330,000","2,271.2","1,026",Jul-26,BEDOK SOUTH AVENUE 3,Resale,Strata,211,"11,043",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
THE BAYSHORE,"1,201,000",925.7,"1,297",Jul-26,BAYSHORE ROAD,Resale,Strata,86,"13,965",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,01 to 05
WATERFRONT ISLE,"850,000",581.26,"1,462",Jul-26,BEDOK RESERVOIR ROAD,Resale,Strata,54,"15,741",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
BAYSHORE PARK,"1,050,000",936.47,"1,121",Jul-26,BAYSHORE ROAD,Resale,Strata,87,"12,069",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
SCENECA RESIDENCE,"1,750,000",753.48,"2,323",Jul-26,TANAH MERAH KECHIL LINK,Sub Sale,Strata,70,"25,000",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,06 to 10
THE GLADES,"1,550,000",839.59,"1,846",Jul-26,BEDOK RISE,Resale,Strata,78,"19,872",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,11 to 15
EAST MEADOWS,"1,430,000","1,194.8","1,197",Jul-26,TANAH MERAH KECHIL ROAD,Resale,Strata,111,"12,883",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
COSTA DEL SOL,"2,480,000","1,323.97","1,873",Jul-26,BAYSHORE ROAD,Resale,Strata,123,"20,163",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,16 to 20
ECO,"1,710,000","1,011.82","1,690",Jul-26,BEDOK SOUTH AVENUE 3,Resale,Strata,94,"18,191",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
BEDOK COURT,"1,270,000","1,173.28","1,082",Jul-26,BEDOK SOUTH AVENUE 3,Resale,Strata,109,"11,651",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
OPTIMA @ TANAH MERAH,"1,750,000","1,001.05","1,748",Jul-26,TANAH MERAH KECHIL AVENUE,Resale,Strata,93,"18,817",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,11 to 15
URBAN VISTA,"740,000",441.32,"1,677",Jul-26,TANAH MERAH KECHIL LINK,Resale,Strata,41,"18,049",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
COSTA DEL SOL,"2,580,000","1,227.1","2,103",Jun-26,BAYSHORE ROAD,Resale,Strata,114,"22,632",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,21 to 25
STRATFORD COURT,"1,175,000",979.52,"1,200",Jun-26,BEDOK RIA CRESCENT,Resale,Strata,91,"12,912",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
WATERFRONT KEY,"2,200,000","1,216.33","1,809",Jun-26,BEDOK RESERVOIR ROAD,Resale,Strata,113,"19,469",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,11 to 15
LAGUNA GREEN,"1,880,000","1,517.72","1,239",Jun-26,JALAN HAJIJAH,Resale,Strata,141,"13,333",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
THE GLADES,"980,000",764.24,"1,282",Jun-26,BEDOK RISE,Resale,Strata,71,"13,803",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
PARBURY HILL CONDOMINIUM,"3,580,000","2,185.09","1,638",Jun-26,PARBURY AVENUE,Resale,Strata,203,"17,635",-,Condominium,1,Freehold,16,Outside Central Region,06 to 10
BAYSHORE PARK,"1,080,000",936.47,"1,153",Jun-26,BAYSHORE ROAD,Resale,Strata,87,"12,414",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
THE BAYSHORE,"1,950,000","1,431.61","1,362",Jun-26,BAYSHORE ROAD,Resale,Strata,133,"14,662",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,11 to 15
UBER 388,"2,380,000","1,388.56","1,714",Jun-26,UPPER EAST COAST ROAD,Resale,Strata,129,"18,450",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
PINERY RESIDENCES,"2,727,000","1,054.87","2,585",Jun-26,BEDOK RESERVOIR ROAD,New Sale,Strata,98,"27,827",-,Apartment,1,99 yrs lease commencing from 2025,16,Outside Central Region,11 to 15
ARCHIPELAGO,"870,000",667.37,"1,304",Jun-26,BEDOK RESERVOIR ROAD,Resale,Strata,62,"14,032",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
