Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
DUNEARN HOUSE,"1,893,000",613.55,"3,085",Sep-26,DUNEARN ROAD,New Sale,Strata,57,"33,211",-,Apartment,1,99 yrs lease commencing from 2025,11,Core Central Region,06 to 10
DUNEARN HOUSE,"3,682,000","1,184.04","3,110",Sep-26,DUNEARN ROAD,New Sale,Strata,110,"33,473",-,Apartment,1,99 yrs lease commencing from 2025,11,Core Central Region,06 to 10
DUNEARN HOUSE,"1,535,000",527.44,"2,910",Sep-26,DUNEARN ROAD,New Sale,Strata,49,"31,327",-,Apartment,1,99 yrs lease commencing from 2025,11,Core Central Region,06 to 10
DUNEARN HOUSE,"2,756,000",871.88,"3,161",Sep-26,DUNEARN ROAD,New Sale,Strata,81,"34,025",-,Apartment,1,99 yrs lease commencing from 2025,11,Core Central Region,06 to 10
HILLCREST ARCADIA,"1,050,000",925.7,"1,134",Sep-26,ARCADIA ROAD,Resale,Strata,86,"12,209",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,01 to 05
DUNEARN HOUSE,"1,515,000",527.44,"2,872",Sep-26,DUNEARN ROAD,New Sale,Strata,49,"30,918",-,Apartment,1,99 yrs lease commencing from 2025,11,Core Central Region,01 to 05
DUNEARN HOUSE,"1,965,000",613.55,"3,203",Sep-26,DUNEARN ROAD,New Sale,Strata,57,"34,474",-,Apartment,1,99 yrs lease commencing from 2025,11,Core Central Region,06 to 10
PULLMAN RESIDENCES NEWTON,"3,288,888","1,162.51","2,829",Sep-26,DUNEARN ROAD,Sub Sale,Strata,108,"30,453",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
AMARYLLIS VILLE,"2,822,000","1,259.39","2,241",Sep-26,NEWTON ROAD,Resale,Strata,117,"24,120",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,16 to 20
CUBE 8,"2,745,000","1,334.74","2,057",Sep-26,THOMSON ROAD,Resale,Strata,124,"22,137",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
PULLMAN RESIDENCES NEWTON,"1,350,000",462.85,"2,917",Sep-26,DUNEARN ROAD,Sub Sale,Strata,43,"31,395",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
THE LINCOLN MODERN,"2,700,000","1,377.79","1,960",Sep-26,LINCOLN ROAD,Resale,Strata,128,"21,094",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
STRATA,"2,100,000","1,065.64","1,971",Aug-26,ESSEX ROAD,Resale,Strata,99,"21,212",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
PARK INFINIA AT WEE NAM,"2,512,510","1,001.05","2,510",Aug-26,LINCOLN ROAD,Resale,Strata,93,"27,016",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
SHELFORD SUITES,"2,660,000","1,270.15","2,094",Aug-26,SHELFORD ROAD,Resale,Strata,118,"22,542",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
LA SUISSE,"2,770,000","2,045.16","1,354",Aug-26,SWISS VIEW,Resale,Strata,190,"14,579",-,Condominium,1,999 yrs lease commencing from 1878,11,Core Central Region,01 to 05
HILLCREST ARCADIA,"2,333,000","1,711.48","1,363",Aug-26,ARCADIA ROAD,Resale,Strata,159,"14,673",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,06 to 10
MONTEBLEU,"1,618,888",807.3,"2,005",Aug-26,MINBU ROAD,Resale,Strata,75,"21,585",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
THOMSON 800,"2,650,000","1,280.92","2,069",Aug-26,THOMSON ROAD,Resale,Strata,119,"22,269",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
DUNEARN HOUSE,"1,512,000",527.44,"2,867",Aug-26,DUNEARN ROAD,New Sale,Strata,49,"30,857",-,Apartment,1,99 yrs lease commencing from 2025,11,Core Central Region,01 to 05
PULLMAN RESIDENCES NEWTON,"2,075,000",667.37,"3,109",Aug-26,DUNEARN ROAD,Sub Sale,Strata,62,"33,468",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
6 DERBYSHIRE,"2,250,000","1,011.82","2,224",Aug-26,DERBYSHIRE ROAD,Resale,Strata,94,"23,936",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
NOVELIS,"992,000",527.44,"1,881",Aug-26,SINARAN DRIVE,Resale,Strata,49,"20,245",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
NEU AT NOVENA,"2,390,000",818.06,"2,922",Aug-26,MOULMEIN RISE,Resale,Strata,76,"31,447",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
SHELFORD 23,"2,960,000","1,528.49","1,937",Aug-26,SHELFORD ROAD,Resale,Strata,142,"20,845",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
DUNEARN HOUSE,"3,849,000","1,184.04","3,251",Aug-26,DUNEARN ROAD,New Sale,Strata,110,"34,991",-,Apartment,1,99 yrs lease commencing from 2025,11,Core Central Region,11 to 15
