lat,lon
1.3509141319740894,103.84310244672706
1.3479794105598435,103.84849851802844
1.3531605585096336,103.85233094279772
1.349398356634306,103.84302532329431
1.3482279625137945,103.85366604449376
1.3472850404956025,103.84789615807698
1.3563386344825643,103.84250773800514
1.3521681845445925,103.85417730901423
1.3474984146903546,103.84911158456694
1.3560601777012742,103.84387330832489
1.3511952938102998,103.85165832254724
1.353031698533671,103.8480932793121
1.3471773759136658,103.84838353373628
1.3492904375237755,103.84821496952065
1.3492085273882237,103.85276202875706
1.359388346929075,103.7246539869198
1.3569159951865004,103.72417539340238
1.355405226176261,103.72514567308399
1.3579852184494745,103.72536478843409
